# BUSCO version is: 3.0.2 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 8, number of BUSCOs: 982)
# To reproduce this run: python /home/banaeiak/miniconda3/envs/Busco/bin/run_BUSCO.py -i HAEM_V3.3.chr.fa -o HAEM_V3.3.chr.faBuscoResult.txt -l ../Database/nematoda_odb9/ -m genome -c 4 -sp caenorhabditis
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091H00O6	Complete	hcontortus_3_chr2_Celeg_TT	35237354	35247032	1002.7	679
EOG091H00OG	Complete	hcontortus_7_chrX_Celeg_Tb	10921208	10934446	911.6	604
EOG091H00OH	Complete	hcontortus_5_chr3_Celeg_TT	35156930	35162214	260.5	359
EOG091H00OW	Complete	hcontortus_6_chrX_Celeg_Ta	732687	758364	779.8	699
EOG091H00OX	Complete	hcontortus_3_chr2_Celeg_TT	18855296	18861700	1082.2	843
EOG091H00P3	Complete	hcontortus_5_chr3_Celeg_TT	4284501	4289625	1413.8	710
EOG091H00PN	Complete	hcontortus_7_chrX_Celeg_Tb	9795102	9806786	1163.9	775
EOG091H00PS	Complete	hcontortus_5_chr3_Celeg_TT	1329358	1351856	687.0	680
EOG091H00PT	Complete	hcontortus_7_chrX_Celeg_Tb	3869377	3881871	1001.2	691
EOG091H00PU	Complete	hcontortus_2_chr5_Celeg_TT	1388359	1400291	967.9	624
EOG091H00Q7	Complete	hcontortus_4_chr1_Celeg_TT	28416944	28425892	1324.8	745
EOG091H00Q9	Fragmented	hcontortus_2_chr5_Celeg_TT	9783037	9789066	603.2	608
EOG091H00QE	Fragmented	hcontortus_5_chr3_Celeg_TT	37833132	37846096	717.5	349
EOG091H00QH	Complete	hcontortus_2_chr5_Celeg_TT	32574271	32591381	1142.9	785
EOG091H00QS	Complete	hcontortus_3_chr2_Celeg_TT	41573684	41580792	1051.4	605
EOG091H00QU	Complete	hcontortus_2_chr5_Celeg_TT	3015586	3020470	677.1	543
EOG091H00R6	Complete	hcontortus_4_chr1_Celeg_TT	39849105	39852667	672.8	600
EOG091H00RF	Missing
EOG091H00RU	Complete	hcontortus_6_chrX_Celeg_Ta	2274219	2288351	839.4	620
EOG091H00S9	Complete	hcontortus_7_chrX_Celeg_Tb	6092437	6098406	397.6	561
EOG091H00SJ	Complete	hcontortus_3_chr2_Celeg_TT	11439536	11453326	749.5	606
EOG091H00SK	Complete	hcontortus_5_chr3_Celeg_TT	10883695	10894192	663.7	606
EOG091H00SU	Complete	hcontortus_3_chr2_Celeg_TT	7171694	7180133	804.1	705
EOG091H00T3	Fragmented	hcontortus_3_chr2_Celeg_TT	32185388	32197759	770.4	736
EOG091H00T6	Complete	hcontortus_1_chr4_Celeg_TT	10358847	10364602	1431.7	762
EOG091H00T7	Complete	hcontortus_5_chr3_Celeg_TT	9703058	9710422	869.7	621
EOG091H00TB	Complete	hcontortus_1_chr4_Celeg_TT	10446223	10461774	1119.9	968
EOG091H00TG	Complete	hcontortus_3_chr2_Celeg_TT	24090422	24098410	614.6	705
EOG091H00U7	Complete	hcontortus_2_chr5_Celeg_TT	23384676	23399784	1130.4	713
EOG091H00UC	Complete	hcontortus_3_chr2_Celeg_TT	36485613	36497273	922.7	735
EOG091H00UT	Complete	hcontortus_4_chr1_Celeg_TT	29935615	29945492	458.0	475
EOG091H00VB	Complete	hcontortus_5_chr3_Celeg_TT	2034923	2040176	1104.3	620
EOG091H00VG	Complete	hcontortus_3_chr2_Celeg_TT	40444004	40448648	1264.7	783
EOG091H00VK	Complete	hcontortus_7_chrX_Celeg_Tb	1052712	1107686	804.7	477
EOG091H00VP	Complete	hcontortus_5_chr3_Celeg_TT	1198607	1205548	546.5	534
EOG091H00VX	Complete	hcontortus_5_chr3_Celeg_TT	43066202	43070884	1006.0	637
EOG091H00VY	Complete	hcontortus_4_chr1_Celeg_TT	43426573	43443717	776.6	1374
EOG091H00VZ	Fragmented	hcontortus_5_chr3_Celeg_TT	4729691	4736782	950.8	509
EOG091H00WC	Complete	hcontortus_7_chrX_Celeg_Tb	11246874	11248230	72.2	102
EOG091H00WE	Complete	hcontortus_5_chr3_Celeg_TT	9502998	9511092	1375.1	674
EOG091H00WG	Complete	hcontortus_5_chr3_Celeg_TT	1022272	1043644	912.0	711
EOG091H00WJ	Complete	hcontortus_3_chr2_Celeg_TT	32861898	32872916	888.7	571
EOG091H00WM	Complete	hcontortus_2_chr5_Celeg_TT	3136972	3147286	1124.6	622
EOG091H00XH	Complete	hcontortus_2_chr5_Celeg_TT	2465215	2471119	1179.0	635
EOG091H00XI	Complete	hcontortus_4_chr1_Celeg_TT	16832343	16845881	686.5	565
EOG091H00YA	Complete	hcontortus_1_chr4_Celeg_TT	41507928	41524962	725.2	437
EOG091H00YF	Complete	hcontortus_1_chr4_Celeg_TT	33744397	33765538	979.4	615
EOG091H00YH	Complete	hcontortus_4_chr1_Celeg_TT	45150904	45160598	882.7	462
EOG091H00YI	Complete	hcontortus_5_chr3_Celeg_TT	17146888	17153816	934.7	631
EOG091H00YM	Complete	hcontortus_3_chr2_Celeg_TT	24944312	24961626	976.5	638
EOG091H00YU	Complete	hcontortus_4_chr1_Celeg_TT	20470729	20484327	1267.1	627
EOG091H00ZE	Fragmented	hcontortus_4_chr1_Celeg_TT	40778492	40781477	1142.8	523
EOG091H00ZH	Complete	hcontortus_6_chrX_Celeg_Ta	22705647	22718912	2615.1	1691
EOG091H00ZS	Complete	hcontortus_1_chr4_Celeg_TT	7308515	7317211	980.2	602
EOG091H00ZZ	Complete	hcontortus_2_chr5_Celeg_TT	31922080	31930578	622.8	439
EOG091H0107	Complete	hcontortus_4_chr1_Celeg_TT	39620804	39627251	1016.6	518
EOG091H0116	Complete	hcontortus_2_chr5_Celeg_TT	2473521	2480010	762.6	451
EOG091H011J	Complete	hcontortus_1_chr4_Celeg_TT	48797121	48804754	1022.1	547
EOG091H011U	Complete	hcontortus_4_chr1_Celeg_TT	2679145	2687840	761.4	619
EOG091H0121	Complete	hcontortus_1_chr4_Celeg_TT	22402336	22407741	1091.9	649
EOG091H0125	Missing
EOG091H0127	Complete	hcontortus_4_chr1_Celeg_TT	38558893	38561916	995.0	502
EOG091H012C	Complete	hcontortus_5_chr3_Celeg_TT	9072448	9079606	407.4	246
EOG091H012J	Complete	hcontortus_2_chr5_Celeg_TT	14408343	14414027	173.7	144
EOG091H012M	Complete	hcontortus_3_chr2_Celeg_TT	7350968	7356936	823.9	728
EOG091H0130	Complete	hcontortus_1_chr4_Celeg_TT	15349690	15356568	868.6	676
EOG091H0131	Complete	hcontortus_4_chr1_Celeg_TT	7128233	7137551	848.0	434
EOG091H013B	Complete	hcontortus_4_chr1_Celeg_TT	44652033	44658247	1121.7	583
EOG091H013G	Complete	hcontortus_3_chr2_Celeg_TT	41707480	41717549	780.8	476
EOG091H013T	Complete	hcontortus_5_chr3_Celeg_TT	17854517	17866801	793.1	555
EOG091H013V	Fragmented	hcontortus_5_chr3_Celeg_TT	3022121	3031860	556.5	484
EOG091H013W	Missing
EOG091H013Z	Complete	hcontortus_2_chr5_Celeg_TT	1238350	1251658	864.8	678
EOG091H014E	Complete	hcontortus_5_chr3_Celeg_TT	5158346	5165197	276.4	396
EOG091H014Q	Missing
EOG091H014S	Complete	hcontortus_5_chr3_Celeg_TT	25786196	25798432	821.7	606
EOG091H014U	Complete	hcontortus_4_chr1_Celeg_TT	42532290	42539097	844.4	549
EOG091H015E	Complete	hcontortus_2_chr5_Celeg_TT	23345432	23352417	822.9	540
EOG091H015X	Complete	hcontortus_5_chr3_Celeg_TT	10382751	10390484	1219.5	652
EOG091H0162	Complete	hcontortus_3_chr2_Celeg_TT	3373941	3384989	800.0	372
EOG091H016F	Complete	hcontortus_5_chr3_Celeg_TT	5304152	5314404	635.9	437
EOG091H016I	Complete	hcontortus_6_chrX_Celeg_Ta	22646579	22689313	538.0	308
EOG091H016J	Complete	hcontortus_3_chr2_Celeg_TT	8686506	8693372	442.0	696
EOG091H016T	Complete	hcontortus_6_chrX_Celeg_Ta	2713463	2721221	751.8	474
EOG091H016V	Complete	hcontortus_3_chr2_Celeg_TT	40665680	40669458	1003.9	647
EOG091H0178	Missing
EOG091H017F	Complete	hcontortus_5_chr3_Celeg_TT	5957996	5963984	826.0	639
EOG091H017K	Missing
EOG091H017O	Complete	hcontortus_5_chr3_Celeg_TT	1405364	1413771	843.4	470
EOG091H017Q	Complete	hcontortus_3_chr2_Celeg_TT	4210005	4217003	498.4	497
EOG091H018G	Complete	hcontortus_2_chr5_Celeg_TT	47929864	47938568	325.1	259
EOG091H018I	Complete	hcontortus_6_chrX_Celeg_Ta	23111396	23184136	617.4	419
EOG091H018Y	Complete	hcontortus_2_chr5_Celeg_TT	40208333	40214541	883.5	512
EOG091H0190	Complete	hcontortus_7_chrX_Celeg_Tb	1683613	1708313	681.3	658
EOG091H019D	Complete	hcontortus_4_chr1_Celeg_TT	37958747	37963468	663.4	602
EOG091H019P	Missing
EOG091H01A9	Complete	hcontortus_4_chr1_Celeg_TT	22612975	22623059	690.3	509
EOG091H01AG	Fragmented	hcontortus_2_chr5_Celeg_TT	3892937	3909090	774.0	613
EOG091H01B8	Complete	hcontortus_4_chr1_Celeg_TT	43865781	43871795	675.2	698
EOG091H01BG	Complete	hcontortus_7_chrX_Celeg_Tb	1190239	1234123	776.3	538
EOG091H01BP	Complete	hcontortus_4_chr1_Celeg_TT	30633086	30643180	709.3	531
EOG091H01BU	Complete	hcontortus_2_chr5_Celeg_TT	7677651	7685576	459.4	393
EOG091H01C0	Complete	hcontortus_4_chr1_Celeg_TT	37646970	37653176	710.1	501
EOG091H01CG	Complete	hcontortus_1_chr4_Celeg_TT	11664639	11671023	908.9	487
EOG091H01CI	Complete	hcontortus_2_chr5_Celeg_TT	40631928	40637400	1254.8	665
EOG091H01CK	Complete	hcontortus_5_chr3_Celeg_TT	24391323	24400431	922.9	577
EOG091H01CQ	Fragmented	hcontortus_7_chrX_Celeg_Tb	9483153	9487205	601.3	307
EOG091H01CW	Complete	hcontortus_2_chr5_Celeg_TT	8022945	8026223	1290.1	620
EOG091H01DE	Complete	hcontortus_5_chr3_Celeg_TT	9576972	9584277	675.8	439
EOG091H01DL	Complete	hcontortus_4_chr1_Celeg_TT	3032306	3039940	739.5	468
EOG091H01DR	Complete	hcontortus_1_chr4_Celeg_TT	18733439	18744107	513.2	652
EOG091H01DX	Complete	hcontortus_1_chr4_Celeg_TT	40395392	40402727	931.2	568
EOG091H01EA	Complete	hcontortus_2_chr5_Celeg_TT	9322595	9329772	1063.5	491
EOG091H01EK	Missing
EOG091H01EN	Complete	hcontortus_7_chrX_Celeg_Tb	9835775	9853919	776.4	519
EOG091H01EU	Complete	hcontortus_3_chr2_Celeg_TT	4676782	4686806	731.4	382
EOG091H01EY	Complete	hcontortus_5_chr3_Celeg_TT	4812000	4817484	875.0	594
EOG091H01F1	Complete	hcontortus_4_chr1_Celeg_TT	15043684	15049905	949.2	524
EOG091H01F7	Complete	hcontortus_3_chr2_Celeg_TT	28567157	28574486	561.0	475
EOG091H01FB	Complete	hcontortus_4_chr1_Celeg_TT	21576553	21582163	922.9	588
EOG091H01FI	Complete	hcontortus_5_chr3_Celeg_TT	31062521	31082919	888.1	550
EOG091H01FZ	Complete	hcontortus_4_chr1_Celeg_TT	43053050	43056598	599.9	406
EOG091H01GK	Complete	hcontortus_2_chr5_Celeg_TT	46981710	46989452	753.6	461
EOG091H01GP	Missing
EOG091H01GT	Complete	hcontortus_3_chr2_Celeg_TT	43204935	43209128	711.9	353
EOG091H01H2	Complete	hcontortus_2_chr5_Celeg_TT	45002428	45011818	523.4	461
EOG091H01H5	Complete	hcontortus_4_chr1_Celeg_TT	9854473	9866206	604.8	552
EOG091H01HA	Complete	hcontortus_1_chr4_Celeg_TT	46580722	46592582	415.7	326
EOG091H01HW	Complete	hcontortus_6_chrX_Celeg_Ta	4235635	4241407	808.0	578
EOG091H01I1	Complete	hcontortus_5_chr3_Celeg_TT	13354785	13362129	337.4	430
EOG091H01IT	Complete	hcontortus_4_chr1_Celeg_TT	13050243	13062374	702.4	410
EOG091H01IX	Complete	hcontortus_4_chr1_Celeg_TT	35012780	35022811	891.8	459
EOG091H01J0	Complete	hcontortus_5_chr3_Celeg_TT	8320219	8333533	743.6	392
EOG091H01J9	Complete	hcontortus_5_chr3_Celeg_TT	14889036	14893367	970.4	529
EOG091H01JA	Complete	hcontortus_7_chrX_Celeg_Tb	5361908	5374598	830.2	529
EOG091H01JM	Complete	hcontortus_4_chr1_Celeg_TT	5956539	5962256	635.3	448
EOG091H01JQ	Complete	hcontortus_5_chr3_Celeg_TT	22805590	22813824	687.3	747
EOG091H01JV	Complete	hcontortus_6_chrX_Celeg_Ta	1878137	1882141	909.2	511
EOG091H01K3	Complete	hcontortus_2_chr5_Celeg_TT	5946522	5956435	725.8	470
EOG091H01K7	Complete	hcontortus_1_chr4_Celeg_TT	44105164	44113048	830.4	520
EOG091H01K8	Complete	hcontortus_3_chr2_Celeg_TT	10224963	10236007	558.4	317
EOG091H01KU	Missing
EOG091H01KW	Complete	hcontortus_4_chr1_Celeg_TT	34841825	34846862	931.4	485
EOG091H01L1	Complete	hcontortus_5_chr3_Celeg_TT	2823170	2829938	563.2	476
EOG091H01L2	Complete	hcontortus_4_chr1_Celeg_TT	16756453	16770777	788.6	448
EOG091H01LC	Complete	hcontortus_2_chr5_Celeg_TT	41594638	41602885	786.4	483
EOG091H01LE	Complete	hcontortus_4_chr1_Celeg_TT	30741742	30754204	634.3	405
EOG091H01LW	Complete	hcontortus_7_chrX_Celeg_Tb	3730553	3744446	692.7	389
EOG091H01MG	Complete	hcontortus_4_chr1_Celeg_TT	28390976	28397178	725.4	541
EOG091H01ML	Fragmented	hcontortus_3_chr2_Celeg_TT	38534034	38544410	752.2	432
EOG091H01MN	Complete	hcontortus_6_chrX_Celeg_Ta	14961730	15017260	480.5	392
EOG091H01MS	Complete	hcontortus_7_chrX_Celeg_Tb	5080886	5091090	798.8	452
EOG091H01MU	Complete	hcontortus_4_chr1_Celeg_TT	31034754	31042434	894.2	575
EOG091H01MY	Duplicated	hcontortus_3_chr2_Celeg_TT	11321210	11328069	951.1	524
EOG091H01MY	Duplicated	hcontortus_3_chr2_Celeg_TT	11329530	11338858	946.2	513
EOG091H01N6	Complete	hcontortus_3_chr2_Celeg_TT	6268570	6276853	803.0	475
EOG091H01N7	Complete	hcontortus_4_chr1_Celeg_TT	30652458	30658736	954.4	498
EOG091H01NB	Complete	hcontortus_2_chr5_Celeg_TT	39657822	39662432	327.6	316
EOG091H01O1	Missing
EOG091H01OC	Complete	hcontortus_4_chr1_Celeg_TT	20869431	20878405	788.5	405
EOG091H01OP	Complete	hcontortus_5_chr3_Celeg_TT	10112280	10121524	783.9	525
EOG091H01OQ	Complete	hcontortus_4_chr1_Celeg_TT	44004627	44015661	714.2	460
EOG091H01OS	Complete	hcontortus_5_chr3_Celeg_TT	4113903	4120629	771.0	457
EOG091H01OW	Complete	hcontortus_7_chrX_Celeg_Tb	2950671	2958849	806.2	428
EOG091H01PG	Complete	hcontortus_2_chr5_Celeg_TT	30291002	30304543	853.5	513
EOG091H01PH	Complete	hcontortus_4_chr1_Celeg_TT	34273507	34281466	645.5	352
EOG091H01PS	Complete	hcontortus_4_chr1_Celeg_TT	13016655	13029619	322.4	191
EOG091H01PY	Complete	hcontortus_2_chr5_Celeg_TT	9669999	9677317	474.1	281
EOG091H01Q0	Complete	hcontortus_1_chr4_Celeg_TT	49679780	49688908	829.2	674
EOG091H01QU	Complete	hcontortus_4_chr1_Celeg_TT	15246385	15264915	605.5	520
EOG091H01R8	Complete	hcontortus_5_chr3_Celeg_TT	40169513	40179944	538.3	378
EOG091H01RK	Complete	hcontortus_3_chr2_Celeg_TT	18696318	18705582	665.5	402
EOG091H01RN	Complete	hcontortus_7_chrX_Celeg_Tb	4273127	4285088	774.3	469
EOG091H01S2	Complete	hcontortus_5_chr3_Celeg_TT	8552336	8557341	485.0	320
EOG091H01SH	Complete	hcontortus_2_chr5_Celeg_TT	1409848	1417122	855.9	431
EOG091H01SI	Complete	hcontortus_4_chr1_Celeg_TT	34626524	34639056	767.7	441
EOG091H01SM	Missing
EOG091H01SO	Complete	hcontortus_6_chrX_Celeg_Ta	8696873	8699667	210.3	274
EOG091H01SR	Missing
EOG091H01T6	Complete	hcontortus_5_chr3_Celeg_TT	29991043	30019269	929.1	1416
EOG091H01TF	Complete	hcontortus_7_chrX_Celeg_Tb	1663137	1673831	774.7	632
EOG091H01TP	Complete	hcontortus_1_chr4_Celeg_TT	4883438	4899511	942.3	516
EOG091H01TQ	Complete	hcontortus_2_chr5_Celeg_TT	6260480	6266735	940.9	472
EOG091H01UD	Complete	hcontortus_7_chrX_Celeg_Tb	7077505	7084349	772.3	374
EOG091H01UU	Complete	hcontortus_4_chr1_Celeg_TT	15050805	15054543	930.6	483
EOG091H01UZ	Complete	hcontortus_4_chr1_Celeg_TT	45205558	45216502	815.1	622
EOG091H01V0	Complete	hcontortus_2_chr5_Celeg_TT	26860152	26866620	589.0	615
EOG091H01V3	Complete	hcontortus_3_chr2_Celeg_TT	38818555	38822373	685.2	557
EOG091H01V8	Complete	hcontortus_4_chr1_Celeg_TT	27221938	27233336	554.7	377
EOG091H01VC	Complete	hcontortus_3_chr2_Celeg_TT	1929585	1934111	606.5	552
EOG091H01VQ	Complete	hcontortus_3_chr2_Celeg_TT	31234465	31238529	964.0	514
EOG091H01WD	Complete	hcontortus_2_chr5_Celeg_TT	29487955	29497864	427.6	469
EOG091H01WM	Complete	hcontortus_4_chr1_Celeg_TT	27323884	27326209	277.9	259
EOG091H01WO	Complete	hcontortus_6_chrX_Celeg_Ta	1998810	2005136	795.4	434
EOG091H01WT	Complete	hcontortus_3_chr2_Celeg_TT	14869799	14876407	753.2	489
EOG091H01X1	Complete	hcontortus_3_chr2_Celeg_TT	7460526	7474805	783.8	512
EOG091H01X3	Complete	hcontortus_3_chr2_Celeg_TT	39032120	39036028	896.2	472
EOG091H01XR	Complete	hcontortus_6_chrX_Celeg_Ta	11318865	11379285	495.9	452
EOG091H01XS	Complete	hcontortus_3_chr2_Celeg_TT	43806752	43811698	877.3	485
EOG091H01Y3	Complete	hcontortus_2_chr5_Celeg_TT	47826072	47832273	924.7	455
EOG091H01Y6	Complete	hcontortus_5_chr3_Celeg_TT	16577959	16585445	172.0	457
EOG091H01YD	Complete	hcontortus_3_chr2_Celeg_TT	40267739	40273909	790.1	516
EOG091H01YG	Duplicated	hcontortus_3_chr2_Celeg_TT	22714385	22730562	660.7	422
EOG091H01YG	Duplicated	hcontortus_6_chrX_Celeg_Ta	4794455	4807789	667.0	515
