# BUSCO version is: 3.0.2 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 8, number of BUSCOs: 982)
# To reproduce this run: python /home/banaeiak/miniconda3/envs/Busco/bin/run_BUSCO.py -i haemonchus_contortus.PRJEB506.WBPS9.genomic.fa -o haemonchus_contortus.PRJEB506.WBPS9.genomic.faBuscoResult.txt -l ../Database/nematoda_odb9/ -m genome -c 4 -sp caenorhabditis
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091H00VY	Complete	scaffold_1390	39196	52804	585.3	1019
EOG091H00VZ	Fragmented	scaffold_331	114887	122418	850.6	507
EOG091H00WC	Complete	scaffold_1440	32883	34505	72.0	102
EOG091H00WE	Complete	scaffold_17	435793	450509	1361.6	660
EOG091H00WG	Complete	scaffold_2619	8907	21225	733.0	606
EOG091H00WJ	Complete	scaffold_40	286998	298042	888.7	571
EOG091H00WM	Missing
EOG091H00XH	Complete	scaffold_121	203393	209274	1179.0	635
EOG091H00XI	Complete	scaffold_9092	1	3194	341.8	202
EOG091H00YA	Missing
EOG091H00YF	Complete	scaffold_95	165382	187590	978.9	615
EOG091H00YH	Complete	scaffold_1179	23557	33731	924.7	484
EOG091H00YI	Complete	scaffold_442	15152	22216	959.2	630
EOG091H00YM	Complete	scaffold_478	33302	45881	1057.3	653
EOG091H00YU	Complete	scaffold_527	115882	131936	1269.2	640
EOG091H00ZE	Missing
EOG091H00ZH	Complete	scaffold_467	69508	82772	2615.1	1691
EOG091H00ZS	Complete	scaffold_2591	21928	29362	980.2	602
EOG091H00ZZ	Complete	scaffold_4924	5336	13530	1046.0	608
EOG091H0107	Complete	scaffold_694	57652	64243	1016.6	518
EOG091H0116	Complete	scaffold_121	194479	200969	823.9	501
EOG091H011J	Missing
EOG091H011U	Complete	scaffold_3777	11799	18789	761.0	576
EOG091H0121	Complete	scaffold_1020	6748	16132	1070.0	649
EOG091H0125	Missing
EOG091H0127	Complete	scaffold_647	62205	66636	1016.8	536
EOG091H012C	Complete	scaffold_139	162644	169862	407.4	246
EOG091H012J	Complete	scaffold_403	129602	135266	173.7	144
EOG091H012M	Missing
EOG091H0130	Complete	scaffold_576	37219	44123	868.6	676
EOG091H0131	Complete	scaffold_458	93958	103272	848.0	434
EOG091H013B	Complete	scaffold_4587	3223	9605	1156.5	583
EOG091H013G	Missing
EOG091H013T	Duplicated	scaffold_4209	10676	17185	893.6	564
EOG091H013T	Duplicated	scaffold_9	152298	160358	891.5	557
EOG091H013V	Fragmented	scaffold_2841	16763	30779	578.2	470
EOG091H013W	Missing
EOG091H013Z	Complete	scaffold_348	151862	164416	871.7	569
EOG091H014E	Complete	scaffold_427	146777	153631	268.5	479
EOG091H014Q	Missing
EOG091H014S	Complete	scaffold_1677	42025	54272	839.9	606
EOG091H014U	Complete	scaffold_839	42281	49322	800.1	519
EOG091H015E	Complete	scaffold_423	105698	112063	826.1	467
EOG091H015X	Complete	scaffold_235	114422	125569	1219.3	652
EOG091H0162	Complete	scaffold_1302	7106	18282	800.0	372
EOG091H016F	Fragmented	scaffold_3334	16741	26842	504.0	343
EOG091H016I	Complete	scaffold_467	99102	141007	531.4	308
EOG091H016J	Missing
EOG091H016T	Complete	scaffold_13	135583	143231	1000.9	561
EOG091H016V	Fragmented	scaffold_443	69965	72537	658.2	465
EOG091H0178	Complete	scaffold_639	85618	102960	684.3	667
EOG091H017F	Duplicated	scaffold_2626	18071	26909	834.2	643
EOG091H017F	Duplicated	scaffold_610	103326	109234	831.8	665
EOG091H017K	Missing
EOG091H017O	Duplicated	scaffold_2087	40	9576	843.2	470
EOG091H017O	Duplicated	scaffold_5738	1	10245	848.4	487
EOG091H017Q	Complete	scaffold_59	144763	151417	500.8	531
EOG091H018G	Complete	scaffold_1084	14857	25268	324.3	259
EOG091H018I	Missing
EOG091H018Y	Missing
EOG091H0190	Missing
EOG091H019D	Complete	scaffold_1376	47202	51919	663.4	602
EOG091H019P	Missing
EOG091H01A9	Complete	scaffold_1592	20542	26190	623.4	538
EOG091H01AG	Fragmented	scaffold_81	58547	72321	827.4	588
EOG091H01B8	Complete	scaffold_1470	45575	52566	883.9	787
EOG091H01BG	Complete	scaffold_345	76217	119395	776.4	538
EOG091H01BP	Complete	scaffold_691	27795	34781	709.6	544
EOG091H01BU	Complete	scaffold_498	106	7621	459.1	393
EOG091H01C0	Complete	scaffold_164	110389	123464	588.4	388
EOG091H01CG	Complete	scaffold_1085	35751	41226	800.2	487
EOG091H01CI	Complete	scaffold_188	182881	188596	1254.8	665
EOG091H01CK	Complete	scaffold_968	68494	77562	922.9	577
EOG091H01CQ	Fragmented	scaffold_364	142397	160693	797.1	438
EOG091H01CW	Missing
EOG091H01DE	Duplicated	scaffold_17	371875	376392	725.3	534
EOG091H01DE	Duplicated	scaffold_6434	2	4285	718.2	502
EOG091H01DL	Duplicated	scaffold_1617	1566	9320	739.5	468
EOG091H01DL	Duplicated	scaffold_4662	8966	16108	718.4	438
EOG091H01DR	Complete	scaffold_2655	20875	30757	620.0	684
EOG091H01DX	Complete	scaffold_206	192961	200300	931.2	568
EOG091H01EA	Complete	scaffold_277	3737	12965	1063.5	491
EOG091H01EK	Fragmented	scaffold_2054	44821	50284	737.5	327
EOG091H01EN	Complete	scaffold_204	686	9400	834.3	450
EOG091H01EU	Complete	scaffold_2197	30945	40969	731.4	382
EOG091H01EY	Duplicated	scaffold_1447	41091	46909	866.9	582
EOG091H01EY	Duplicated	scaffold_2831	6976	13424	866.9	587
EOG091H01F1	Complete	scaffold_395	127279	133269	949.9	524
EOG091H01F7	Complete	scaffold_103	121169	127215	559.8	471
EOG091H01FB	Complete	scaffold_557	61574	67190	922.9	588
EOG091H01FI	Complete	scaffold_2896	1	5440	681.8	362
EOG091H01FZ	Complete	scaffold_1765	32019	36040	744.2	478
EOG091H01GK	Complete	scaffold_1180	29797	37125	753.6	461
EOG091H01GP	Missing
EOG091H01GT	Complete	scaffold_213	38875	43185	711.9	353
EOG091H01H2	Complete	scaffold_820	6351	18945	523.4	462
EOG091H01H5	Complete	scaffold_80	143468	154544	650.5	543
EOG091H01HA	Complete	scaffold_4233	386	10244	416.1	327
EOG091H01HW	Complete	scaffold_41	240758	246675	808.0	578
EOG091H01I1	Duplicated	scaffold_1837	13734	25936	634.1	562
EOG091H01I1	Duplicated	scaffold_788	1911	14505	559.2	493
EOG091H01IT	Complete	scaffold_528	102620	114715	702.4	410
EOG091H01IX	Complete	scaffold_1976	20722	29596	886.1	454
EOG091H01J0	Complete	scaffold_2629	20051	30452	748.7	402
EOG091H01J9	Duplicated	scaffold_17	79204	83551	970.4	529
EOG091H01J9	Duplicated	scaffold_1857	2316	6686	969.4	529
EOG091H01JA	Complete	scaffold_168	184488	197171	830.2	529
EOG091H01JM	Complete	scaffold_291	95089	100814	635.3	448
EOG091H01JQ	Complete	scaffold_381	71508	81856	682.1	702
EOG091H01JV	Missing
EOG091H01K3	Fragmented	scaffold_7493	1	5394	271.7	193
EOG091H01K7	Duplicated	scaffold_11	440516	448310	823.0	520
EOG091H01K7	Duplicated	scaffold_656	116462	122780	810.8	510
EOG091H01K8	Complete	scaffold_786	1867	13525	527.2	317
EOG091H01KU	Complete	scaffold_270	108993	122227	1030.1	497
EOG091H01KW	Complete	scaffold_242	9857	17135	932.0	486
EOG091H01L1	Complete	scaffold_582	40019	58004	511.5	524
EOG091H01L2	Complete	scaffold_105	241128	255173	790.3	448
EOG091H01LC	Fragmented	scaffold_116	50955	54782	705.9	406
EOG091H01LE	Missing
EOG091H01LW	Complete	scaffold_1244	54364	68428	692.7	389
EOG091H01MG	Complete	scaffold_123	232475	237714	616.7	486
EOG091H01ML	Fragmented	scaffold_75	97640	109611	755.7	432
EOG091H01MN	Fragmented	scaffold_1660	9041	52361	436.0	351
EOG091H01MS	Complete	scaffold_197	67028	77216	798.8	452
EOG091H01MU	Fragmented	scaffold_837	53127	58348	831.9	492
EOG091H01MY	Duplicated	scaffold_357	37514	44216	951.3	524
EOG091H01MY	Duplicated	scaffold_357	49494	55003	971.0	524
EOG091H01N6	Missing
EOG091H01N7	Complete	scaffold_691	11994	18268	954.4	498
EOG091H01NB	Complete	scaffold_381	27324	32632	383.2	288
EOG091H01O1	Missing
EOG091H01OC	Complete	scaffold_1109	46560	55534	788.5	405
EOG091H01OP	Complete	scaffold_384	106	8779	784.4	525
EOG091H01OQ	Duplicated	scaffold_3155	9496	21154	713.4	460
EOG091H01OQ	Duplicated	scaffold_3160	9501	21159	713.4	460
EOG091H01OQ	Duplicated	scaffold_354	86952	97290	713.8	457
EOG091H01OS	Complete	scaffold_400	138107	148305	771.0	457
EOG091H01OW	Missing
EOG091H01PG	Complete	scaffold_1647	24769	38313	853.6	513
EOG091H01PH	Complete	scaffold_1835	17029	25119	593.2	312
EOG091H01PS	Complete	scaffold_528	69618	82646	324.5	185
EOG091H01PY	Missing
EOG091H01Q0	Complete	scaffold_350	78489	87643	829.2	674
EOG091H01QU	Complete	scaffold_57	6183	25662	608.3	526
EOG091H01R8	Complete	scaffold_4440	6342	16299	540.9	381
EOG091H01RK	Complete	scaffold_36	353549	368707	728.0	487
EOG091H01RN	Complete	scaffold_37	6645	18608	774.3	469
EOG091H01S2	Complete	scaffold_824	52387	57386	485.0	320
EOG091H01SH	Complete	scaffold_5228	2151	9505	855.9	431
EOG091H01SI	Complete	scaffold_45	325226	339786	767.3	441
EOG091H01SM	Missing
EOG091H01SO	Complete	scaffold_1186	47333	50091	210.3	274
EOG091H01SR	Fragmented	scaffold_21	166850	169737	456.8	314
EOG091H01T6	Complete	scaffold_121	162093	169828	857.3	558
EOG091H01TF	Complete	scaffold_1925	28521	39449	774.7	632
EOG091H01TP	Fragmented	scaffold_3513	13783	25873	839.1	471
EOG091H01TQ	Complete	scaffold_1450	57668	63897	940.9	472
EOG091H01UD	Complete	scaffold_176	7175	16029	771.5	374
EOG091H01UU	Complete	scaffold_395	122641	126375	930.6	483
EOG091H01UZ	Missing
EOG091H01V0	Complete	scaffold_2698	6914	15527	721.1	654
EOG091H01V3	Complete	scaffold_504	30844	34682	685.2	557
EOG091H01V8	Complete	scaffold_2657	5752	17136	554.7	377
EOG091H01VC	Duplicated	scaffold_1798	20486	25366	548.8	500
EOG091H01VC	Duplicated	scaffold_987	46042	50640	606.5	552
EOG091H01VQ	Complete	scaffold_107	5546	9702	964.0	514
EOG091H01WD	Complete	scaffold_778	35422	47614	465.4	521
EOG091H01WM	Complete	scaffold_826	14040	25702	505.0	405
EOG091H01WO	Complete	scaffold_25	230616	236810	795.4	434
EOG091H01WT	Complete	scaffold_973	11212	16638	755.6	491
EOG091H01X1	Complete	scaffold_214	154149	166377	814.9	512
EOG091H01X3	Complete	scaffold_91	17356	21214	896.2	472
EOG091H01XR	Complete	scaffold_234	137346	197676	494.9	452
EOG091H01XS	Complete	scaffold_44	206494	211442	877.3	485
EOG091H01Y3	Complete	scaffold_664	37789	44697	924.1	455
EOG091H01Y6	Complete	scaffold_371	159928	166846	186.3	449
EOG091H01YD	Complete	scaffold_1318	22616	28778	790.1	516
EOG091H01YG	Complete	scaffold_247	64146	80052	660.4	422
EOG091H01YM	Duplicated	scaffold_123	265468	270352	381.1	245
EOG091H01YM	Duplicated	scaffold_4269	4042	11465	380.8	245
EOG091H01YM	Duplicated	scaffold_5308	4025	8905	381.1	245
EOG091H01YN	Complete	scaffold_2677	11924	28339	895.3	466
EOG091H01Z5	Complete	scaffold_894	55308	63922	684.9	374
EOG091H01Z9	Duplicated	scaffold_578	93521	97575	546.6	388
EOG091H01Z9	Duplicated	scaffold_6180	170	3925	547.1	412
EOG091H01Z9	Duplicated	scaffold_824	34936	38990	546.6	388
EOG091H01ZC	Duplicated	scaffold_1008	54530	59053	789.2	504
EOG091H01ZC	Duplicated	scaffold_556	65980	74069	788.9	503
EOG091H01ZI	Missing
EOG091H01ZL	Missing
EOG091H01ZP	Missing
EOG091H01ZX	Complete	scaffold_1566	5766	23120	805.7	545
EOG091H0203	Duplicated	scaffold_217	197906	209023	622.4	455
EOG091H0203	Duplicated	scaffold_746	17215	29162	573.7	464
EOG091H020A	Fragmented	scaffold_138	65705	79091	599.6	321
EOG091H0212	Complete	scaffold_1002	22405	27176	958.7	483
EOG091H0214	Duplicated	scaffold_1007	37731	49627	604.1	420
EOG091H0214	Duplicated	scaffold_1008	37731	49627	604.1	420
EOG091H0214	Duplicated	scaffold_556	51597	61527	599.6	426
EOG091H0219	Duplicated	scaffold_1930	10932	22760	756.0	395
EOG091H0219	Duplicated	scaffold_2469	8718	19671	755.9	394
EOG091H021O	Missing
EOG091H021P	Complete	scaffold_953	73551	82579	1000.8	627
EOG091H0234	Missing
EOG091H0236	Complete	scaffold_92	12027	15723	964.7	458
EOG091H023L	Complete	scaffold_229	45661	62335	733.2	423
EOG091H023Q	Duplicated	scaffold_4006	4096	8674	854.4	462
EOG091H023Q	Duplicated	scaffold_629	75106	80187	855.4	462
EOG091H0242	Complete	scaffold_1103	29760	48304	445.8	224
EOG091H024D	Complete	scaffold_3731	9834	17511	658.8	416
EOG091H024K	Duplicated	scaffold_486	114341	121295	618.7	355
EOG091H024K	Duplicated	scaffold_486	123919	128890	675.6	418
EOG091H024T	Duplicated	scaffold_1012	26004	35032	797.8	492
EOG091H024T	Duplicated	scaffold_2033	3176	10417	800.6	492
EOG091H025F	Duplicated	scaffold_1658	43483	53159	672.4	607
EOG091H025F	Duplicated	scaffold_2248	2077	12845	657.1	551
EOG091H025I	Complete	scaffold_92	149578	157082	682.1	414
EOG091H025Q	Complete	scaffold_1782	52114	56432	740.7	427
EOG091H025R	Duplicated	scaffold_2326	7966	19014	609.5	354
EOG091H025R	Duplicated	scaffold_2852	14971	28235	607.0	353
EOG091H025U	Complete	scaffold_782	93102	106547	483.0	376
EOG091H026S	Complete	scaffold_25	99578	106765	937.2	421
EOG091H026T	Missing
EOG091H027A	Fragmented	scaffold_217	9938	18813	597.9	414
EOG091H027F	Duplicated	scaffold_3272	9489	21308	373.2	298
EOG091H027F	Duplicated	scaffold_487	10197	23706	354.6	275
EOG091H027V	Missing
EOG091H0285	Complete	scaffold_107	17845	22649	602.7	353
EOG091H0286	Complete	scaffold_2601	2386	17070	760.7	410
EOG091H028C	Duplicated	scaffold_1499	36289	50757	611.4	386
EOG091H028C	Duplicated	scaffold_929	69503	80667	611.4	418
EOG091H028G	Complete	scaffold_10	93758	109839	707.3	441
EOG091H028H	Complete	scaffold_90	53153	57372	480.2	321
EOG091H028N	Duplicated	scaffold_5225	2742	12317	541.2	406
EOG091H028N	Duplicated	scaffold_5791	1	4240	560.2	405
EOG091H028T	Complete	scaffold_2134	26338	42971	704.9	358
EOG091H028Y	Complete	scaffold_815	65919	70925	831.9	408
EOG091H029Q	Complete	scaffold_522	96970	100264	150.9	156
EOG091H029S	Complete	scaffold_434	141003	148367	560.6	401
EOG091H02AB	Missing
EOG091H02AK	Fragmented	scaffold_228	196924	201294	764.5	425
EOG091H02AZ	Complete	scaffold_186	9031	15853	645.7	417
EOG091H02B3	Complete	scaffold_511	57202	63606	774.1	421
EOG091H02B8	Complete	scaffold_309	170733	174585	930.8	488
EOG091H02C1	Complete	scaffold_1035	4504	7540	430.4	211
EOG091H02CS	Missing
EOG091H02CZ	Complete	scaffold_7042	468	5720	481.6	430
EOG091H02D7	Complete	scaffold_456	140457	144118	919.4	436
EOG091H02D8	Complete	scaffold_1925	41857	45251	634.8	406
EOG091H02DD	Complete	scaffold_1246	26721	33699	497.0	321
EOG091H02DK	Complete	scaffold_449	103981	111818	775.5	453
EOG091H02DM	Missing
EOG091H02EN	Missing
EOG091H02F5	Missing
EOG091H02FN	Missing
EOG091H02FR	Complete	scaffold_946	65295	72393	612.9	356
EOG091H02FZ	Complete	scaffold_1575	47084	53088	735.4	350
EOG091H02G0	Fragmented	scaffold_312	22142	30332	236.3	173
EOG091H02GQ	Complete	scaffold_2290	21796	26970	548.7	335
EOG091H02GU	Missing
EOG091H02GV	Complete	scaffold_6457	1	7775	407.2	185
EOG091H02GX	Complete	scaffold_539	123944	131405	409.6	344
EOG091H02H7	Complete	scaffold_2222	3326	10884	533.2	470
EOG091H02HH	Complete	scaffold_413	30297	35624	494.1	355
EOG091H02HW	Complete	scaffold_1898	6243	13587	895.0	451
EOG091H02I0	Complete	scaffold_1062	47729	59227	672.7	441
EOG091H02I8	Duplicated	scaffold_354	1662	9525	817.3	428
EOG091H02I8	Duplicated	scaffold_3959	366	6748	819.5	428
EOG091H02IM	Complete	scaffold_1480	28225	41839	628.6	439
EOG091H02J2	Complete	scaffold_1303	48394	52888	669.0	499
EOG091H02J5	Complete	scaffold_8489	1	2679	329.6	261
EOG091H02JU	Complete	scaffold_3621	17030	20787	841.0	432
EOG091H02JZ	Complete	scaffold_2354	8606	13880	476.0	399
EOG091H02K1	Complete	scaffold_707	13463	18361	512.4	280
EOG091H02KG	Complete	scaffold_8	418834	423840	865.7	453
EOG091H02KT	Complete	scaffold_1855	21223	32591	612.5	384
EOG091H02KZ	Complete	scaffold_225	2676	9401	418.0	375
EOG091H02LC	Duplicated	scaffold_2493	9997	21022	547.9	482
EOG091H02LC	Duplicated	scaffold_2841	4763	14595	538.9	415
EOG091H02LV	Duplicated	scaffold_1301	34689	39852	473.2	382
EOG091H02LV	Duplicated	scaffold_5437	516	5385	474.9	382
EOG091H02MQ	Complete	scaffold_966	43076	56185	628.4	340
EOG091H02N2	Complete	scaffold_190	183760	189149	831.0	619
EOG091H02N4	Duplicated	scaffold_2265	23564	27258	632.7	372
EOG091H02N4	Duplicated	scaffold_911	72244	76658	579.5	329
EOG091H02ND	Complete	scaffold_301	86338	94766	397.1	454
EOG091H02NH	Complete	scaffold_1570	30569	35027	567.3	416
EOG091H02NI	Complete	scaffold_316	153207	156921	684.6	350
EOG091H02NM	Complete	scaffold_488	44279	52003	556.9	344
EOG091H02O4	Complete	scaffold_268	149886	152304	666.8	484
EOG091H02OK	Complete	scaffold_2425	36897	41458	451.2	301
EOG091H02OZ	Complete	scaffold_19	208395	223109	360.8	263
EOG091H02P6	Complete	scaffold_774	35823	44303	727.3	523
EOG091H02PD	Complete	scaffold_1233	22562	25860	452.0	305
EOG091H02PE	Complete	scaffold_360	31224	48509	526.4	400
EOG091H02PP	Fragmented	scaffold_5768	1	10117	401.4	220
EOG091H02Q9	Complete	scaffold_467	11720	18210	655.1	341
EOG091H02QB	Complete	scaffold_19	164432	170471	609.3	322
EOG091H02QD	Complete	scaffold_55	235512	243296	634.7	421
EOG091H02QU	Missing
EOG091H02QY	Complete	scaffold_799	1449	25325	429.8	293
EOG091H02R1	Complete	scaffold_2196	32750	42855	698.2	370
