EOG091H00H9	Complete	scaffold10011	14829	21013	537.8	326
EOG091H00HI	Complete	scaffold8907	38979	47439	459.5	339
EOG091H00HN	Complete	scaffold17895	33975	41379	1998.2	1144
EOG091H00I6	Complete	C460791	1	11127	914.0	461
EOG091H00IN	Complete	scaffold9233	23230	38740	1828.0	816
EOG091H00IO	Complete	scaffold3852	19767	39313	1431.2	870
EOG091H00JC	Complete	scaffold1685	14787	23844	1082.0	958
EOG091H00JN	Missing
EOG091H00JR	Complete	scaffold8023	15144	49338	968.8	792
EOG091H00JS	Complete	scaffold17121	19846	40127	1150.3	885
EOG091H00K1	Complete	scaffold6028	42294	54934	1773.4	1033
EOG091H00K2	Missing
EOG091H00K6	Missing
EOG091H00K8	Fragmented	scaffold2008	155	4156	1184.9	557
EOG091H00KI	Complete	scaffold19639	65939	83623	1412.6	835
EOG091H00KL	Complete	scaffold849	74136	85361	1289.3	787
EOG091H00KR	Complete	scaffold5403	48661	65547	719.9	639
EOG091H00L2	Duplicated	scaffold10507	1	3387	481.6	397
EOG091H00L2	Duplicated	scaffold1233	2976	6111	486.2	363
EOG091H00L8	Missing
EOG091H00LE	Missing
EOG091H00LI	Complete	scaffold15637	4052	14988	435.7	803
EOG091H00LY	Complete	scaffold15841	9972	27576	995.5	632
EOG091H00M0	Complete	scaffold2821	10049	22827	1552.6	1017
EOG091H00MA	Complete	scaffold4245	22984	39922	1130.9	956
EOG091H00ME	Complete	scaffold5694	32601	40039	755.6	646
EOG091H00MR	Complete	scaffold11898	1641	17110	808.9	877
EOG091H00MS	Complete	scaffold1554	86	13670	744.9	549
EOG091H00N0	Complete	scaffold1142	16616	28536	1570.8	892
EOG091H00N1	Complete	scaffold18712	5108	33862	923.7	639
EOG091H00NA	Complete	scaffold14296	55680	64544	1062.6	601
EOG091H00NH	Fragmented	C468929	13342	16160	1190.0	580
EOG091H00NK	Complete	scaffold19049	37174	41492	409.6	279
EOG091H00NL	Fragmented	scaffold11697	9036	14141	251.2	240
EOG091H00NM	Complete	C471309	35243	46923	607.0	518
EOG091H00NT	Fragmented	scaffold11295	128790	133455	356.8	277
EOG091H00O1	Missing
EOG091H00O6	Fragmented	scaffold10421	4947	12807	633.2	448
EOG091H00OG	Complete	scaffold14045	1056	2911	299.5	165
EOG091H00OH	Complete	scaffold7753	65492	74236	168.6	335
EOG091H00OW	Missing
EOG091H00OX	Fragmented	scaffold5085	124935	134607	570.1	468
EOG091H00P3	Complete	scaffold14331	1	5125	863.4	542
EOG091H00PN	Missing
EOG091H00PS	Missing
EOG091H00PT	Complete	scaffold2541	96650	109755	1001.0	693
EOG091H00PU	Complete	scaffold927	46290	61421	878.5	536
EOG091H00Q7	Complete	scaffold7018	66203	72270	809.5	551
EOG091H00Q9	Fragmented	scaffold8462	61464	71035	627.6	640
EOG091H00QE	Missing
EOG091H00QH	Complete	scaffold11889	3136	9760	608.7	397
EOG091H00QS	Missing
EOG091H00QU	Complete	scaffold2034	27132	32730	685.0	543
EOG091H00R6	Complete	scaffold3340	144575	148747	592.0	505
EOG091H00RF	Missing
EOG091H00RU	Fragmented	scaffold14724	46085	57798	348.0	273
EOG091H00S9	Missing
EOG091H00SJ	Complete	scaffold13855	31333	51096	536.1	550
EOG091H00SK	Complete	scaffold128	31777	43743	424.1	501
EOG091H00SU	Complete	scaffold11300	72515	86740	747.1	697
EOG091H00T3	Fragmented	scaffold16050	5039	21098	771.6	717
EOG091H00T6	Complete	scaffold17532	15451	24698	1486.4	806
EOG091H00T7	Complete	scaffold11714	31084	41957	798.6	706
EOG091H00TB	Complete	scaffold3667	134603	151159	953.9	796
EOG091H00TG	Missing
EOG091H00U7	Complete	scaffold7716	1	9605	906.7	557
EOG091H00UC	Complete	scaffold17775	20614	38000	707.7	758
EOG091H00UT	Missing
EOG091H00VB	Complete	scaffold4500	43975	56188	668.3	393
EOG091H00VG	Complete	scaffold1664	12714	18903	1243.2	845
EOG091H00VK	Missing
EOG091H00VP	Missing
EOG091H00VX	Missing
EOG091H00VY	Complete	scaffold12203	50015	58786	564.1	752
EOG091H00VZ	Fragmented	scaffold7098	79046	85165	700.1	454
EOG091H00WC	Missing
EOG091H00WE	Complete	scaffold668	64640	80181	1370.4	733
EOG091H00WG	Missing
EOG091H00WJ	Complete	C472253	73955	90282	554.2	406
EOG091H00WM	Complete	scaffold4799	19225	24893	831.5	562
EOG091H00XH	Fragmented	scaffold3265	87534	93281	1076.4	610
EOG091H00XI	Duplicated	C470463	18926	34630	660.0	470
EOG091H00XI	Duplicated	scaffold6587	586	12322	587.9	406
EOG091H00YA	Complete	C472099	30137	55515	683.5	416
EOG091H00YF	Complete	scaffold211	41105	76748	948.6	600
EOG091H00YH	Missing
EOG091H00YI	Complete	scaffold11576	22975	32523	970.7	711
EOG091H00YM	Fragmented	scaffold7661	117303	127279	662.3	469
EOG091H00YU	Complete	C471685	9211	24300	1157.9	628
EOG091H00ZE	Complete	scaffold7648	10546	21604	1262.9	612
EOG091H00ZH	Missing
EOG091H00ZS	Complete	scaffold12820	1178	10138	910.4	646
EOG091H00ZZ	Complete	scaffold7846	7526	11389	528.1	381
EOG091H0107	Fragmented	scaffold410	5351	13988	682.1	370
EOG091H0116	Missing
EOG091H011J	Fragmented	scaffold1332	12	6189	838.1	406
EOG091H011U	Complete	scaffold2941	55705	76803	588.0	573
EOG091H0121	Complete	C469037	33299	40357	776.3	579
EOG091H0125	Missing
EOG091H0127	Complete	scaffold7890	37211	42259	982.7	566
EOG091H012C	Complete	scaffold4309	36366	44430	406.7	246
EOG091H012J	Complete	scaffold11569	52027	53901	117.5	89
EOG091H012M	Complete	scaffold9206	16829	24146	553.0	659
EOG091H0130	Complete	scaffold14962	34883	45027	829.5	661
EOG091H0131	Complete	scaffold13914	20083	36047	492.3	305
EOG091H013B	Complete	scaffold4115	37509	46634	902.3	506
EOG091H013G	Complete	scaffold6978	67912	84152	507.9	456
EOG091H013T	Complete	C463585	4115	16256	610.6	465
EOG091H013V	Fragmented	scaffold619	1	13299	581.1	556
EOG091H013W	Missing
EOG091H013Z	Missing
EOG091H014E	Missing
EOG091H014Q	Missing
EOG091H014S	Missing
EOG091H014U	Missing
EOG091H015E	Complete	scaffold17949	28366	39150	1037.0	585
EOG091H015X	Complete	C468583	23264	39887	1638.3	957
EOG091H0162	Missing
EOG091H016F	Complete	scaffold9237	74093	85887	658.0	435
EOG091H016I	Missing
EOG091H016J	Complete	scaffold12054	3529	17821	382.9	613
EOG091H016T	Missing
EOG091H016V	Fragmented	scaffold1534	46853	57688	855.6	575
EOG091H0178	Complete	scaffold17815	5589	15857	774.9	673
EOG091H017F	Complete	scaffold5519	51628	65772	762.4	578
EOG091H017K	Missing
EOG091H017O	Complete	scaffold814	716	7710	998.8	592
EOG091H017Q	Complete	scaffold1142	32236	42555	428.0	524
EOG091H018G	Missing
EOG091H018I	Missing
EOG091H018Y	Complete	scaffold2902	21771	28258	809.2	517
EOG091H0190	Missing
EOG091H019D	Complete	scaffold6952	3265	13756	388.6	438
EOG091H019P	Missing
EOG091H01A9	Complete	scaffold8425	43880	51408	518.4	440
EOG091H01AG	Missing
EOG091H01B8	Missing
EOG091H01BG	Missing
EOG091H01BP	Complete	scaffold19608	54616	65078	675.9	520
EOG091H01BU	Complete	scaffold1837	6293	15725	491.9	427
EOG091H01C0	Fragmented	C451487	2819	5984	508.4	273
EOG091H01CG	Complete	scaffold4145	20410	33878	901.2	484
EOG091H01CI	Complete	scaffold12950	9703	17802	1252.0	806
EOG091H01CK	Complete	scaffold19650	42881	47121	610.3	338
EOG091H01CQ	Fragmented	scaffold140	7252	13327	617.1	361
EOG091H01CW	Missing
EOG091H01DE	Complete	scaffold18255	497	6145	685.3	481
EOG091H01DL	Complete	scaffold19651	37558	43932	718.1	436
EOG091H01DR	Complete	C452607	1	6106	330.4	344
EOG091H01DX	Fragmented	C467241	4983	19637	612.6	482
EOG091H01EA	Complete	scaffold995	67130	83604	1020.5	491
EOG091H01EK	Fragmented	scaffold8144	14599	23856	824.4	443
EOG091H01EN	Fragmented	scaffold12577	1	14086	654.3	416
EOG091H01EU	Missing
EOG091H01EY	Missing
EOG091H01F1	Complete	scaffold10607	48949	51842	437.6	313
EOG091H01F7	Complete	scaffold2756	36616	43104	201.0	210
EOG091H01FB	Fragmented	scaffold5492	16799	18817	345.2	199
EOG091H01FI	Complete	scaffold12297	27039	34258	541.5	390
EOG091H01FZ	Missing
EOG091H01GK	Complete	scaffold2725	2694	11127	429.2	302
EOG091H01GP	Missing
EOG091H01GT	Missing
EOG091H01H2	Complete	scaffold19474	7740	21988	424.5	394
EOG091H01H5	Complete	scaffold14851	54860	62434	737.4	591
EOG091H01HA	Complete	scaffold17410	15858	32606	412.9	319
EOG091H01HW	Complete	scaffold318	44958	54330	621.3	515
EOG091H01I1	Complete	scaffold4395	332	8856	202.0	329
EOG091H01IT	Missing
EOG091H01IX	Missing
EOG091H01J0	Complete	scaffold12902	45824	57064	785.8	472
EOG091H01J9	Complete	C472307	56439	66397	962.1	497
EOG091H01JA	Missing
EOG091H01JM	Complete	C467911	25325	30749	413.6	244
EOG091H01JQ	Complete	C469759	43417	47304	344.5	318
EOG091H01JV	Missing
EOG091H01K3	Complete	scaffold10509	48831	66154	696.7	473
EOG091H01K7	Complete	C466545	5798	16897	652.6	484
EOG091H01K8	Complete	scaffold2465	4093	13838	558.5	317
EOG091H01KU	Missing
EOG091H01KW	Complete	C472057	12750	21878	921.7	479
EOG091H01L1	Complete	scaffold10192	34851	49691	424.7	384
EOG091H01L2	Complete	scaffold7263	31607	50315	620.1	402
EOG091H01LC	Complete	scaffold5801	62375	73694	697.0	595
EOG091H01LE	Complete	scaffold820	31923	52971	616.4	406
EOG091H01LW	Complete	scaffold6389	40937	60765	529.4	332
EOG091H01MG	Complete	scaffold7018	103221	108709	580.8	491
EOG091H01ML	Missing
EOG091H01MN	Missing
EOG091H01MS	Missing
EOG091H01MU	Complete	scaffold2902	182863	190286	883.5	741
EOG091H01MY	Complete	scaffold15069	30364	39833	951.5	524
EOG091H01N6	Complete	scaffold19622	24872	34875	719.5	445
EOG091H01N7	Complete	scaffold19608	84330	92718	959.2	497
EOG091H01NB	Complete	scaffold15303	156245	166505	554.0	414
EOG091H01O1	Missing
EOG091H01OC	Complete	scaffold18632	32128	43592	743.2	372
EOG091H01OP	Complete	scaffold15473	9380	15253	389.2	498
EOG091H01OQ	Complete	scaffold18901	12384	27108	723.2	542
EOG091H01OS	Missing
EOG091H01OW	Fragmented	C420033	1	1524	313.9	157
EOG091H01PG	Complete	scaffold17735	49992	59393	571.2	387
EOG091H01PH	Missing
EOG091H01PS	Complete	scaffold1317	45897	58721	385.8	191
EOG091H01PY	Complete	scaffold18822	12790	28609	184.9	271
EOG091H01Q0	Missing
EOG091H01QU	Missing
EOG091H01R8	Complete	scaffold1256	533	7018	404.7	236
EOG091H01RK	Complete	scaffold10251	59289	70185	619.7	378
EOG091H01RN	Complete	scaffold9733	15528	17752	271.9	195
EOG091H01S2	Complete	scaffold11426	19286	23269	515.0	280
EOG091H01SH	Complete	scaffold927	70280	77285	855.9	431
EOG091H01SI	Complete	scaffold4654	3262	11785	818.4	445
EOG091H01SM	Missing
EOG091H01SO	Missing
EOG091H01SR	Complete	C472325	152741	159444	410.6	385
EOG091H01T6	Complete	scaffold3265	18608	34883	829.8	707
EOG091H01TF	Missing
EOG091H01TP	Fragmented	C458825	1	12095	813.0	455
EOG091H01TQ	Complete	scaffold16877	79755	90101	873.4	532
EOG091H01UD	Duplicated	scaffold172	78883	86397	367.8	258
EOG091H01UD	Duplicated	scaffold17528	22667	26680	391.0	195
EOG091H01UU	Complete	scaffold10607	54214	59106	888.6	464
EOG091H01UZ	Missing
EOG091H01V0	Complete	scaffold1463	23614	35422	727.5	711
EOG091H01V3	Complete	scaffold1393	7719	11565	685.0	557
EOG091H01V8	Complete	scaffold227	691	11349	338.4	284
EOG091H01VC	Complete	scaffold8493	34854	43232	484.5	477
EOG091H01VQ	Complete	scaffold12841	9638	13052	535.0	323
EOG091H01WD	Missing
EOG091H01WM	Complete	scaffold10281	57850	60721	502.2	403
EOG091H01WO	Missing
EOG091H01WT	Complete	scaffold16115	106535	111849	550.6	431
EOG091H01X1	Complete	scaffold17811	15576	37712	629.5	450
EOG091H01X3	Complete	scaffold1804	87914	92932	896.2	472
EOG091H01XR	Missing
EOG091H01XS	Complete	scaffold135	1	4245	836.8	453
EOG091H01Y3	Missing
EOG091H01Y6	Missing
EOG091H01YD	Fragmented	scaffold8342	44904	48626	309.0	220
EOG091H01YG	Missing
EOG091H01YM	Missing
EOG091H01YN	Complete	scaffold3973	34219	55277	848.6	466
EOG091H01Z5	Missing
EOG091H01Z9	Complete	scaffold11426	44120	50106	462.9	423
EOG091H01ZC	Complete	scaffold17977	33927	46331	700.9	439
EOG091H01ZI	Missing
EOG091H01ZL	Missing
EOG091H01ZP	Complete	scaffold9063	43	5284	751.0	472
EOG091H01ZX	Missing
EOG091H0203	Complete	scaffold18430	27723	33836	608.4	368
EOG091H020A	Missing
EOG091H0212	Complete	scaffold5339	56189	62417	845.3	452
EOG091H0214	Complete	scaffold17977	18150	28224	560.5	392
EOG091H0219	Complete	scaffold18543	9948	26462	695.4	410
EOG091H021O	Fragmented	scaffold2354	6282	15846	564.2	370
EOG091H021P	Missing
EOG091H0234	Complete	scaffold18867	4517	14295	336.0	414
EOG091H0236	Fragmented	scaffold17855	2798	5931	712.5	330
EOG091H023L	Complete	scaffold6838	1	20785	750.6	423
EOG091H023Q	Complete	scaffold7429	20481	28930	854.7	489
EOG091H0242	Complete	scaffold19495	26846	30110	252.8	170
EOG091H024D	Complete	scaffold19687	43770	55154	652.6	426
EOG091H024K	Duplicated	C466997	17628	26385	629.2	422
EOG091H024K	Duplicated	scaffold553	31966	37948	711.6	448
EOG091H024K	Duplicated	scaffold553	38016	50585	635.6	412
EOG091H024T	Missing
EOG091H025F	Complete	C466551	16295	23712	314.1	368
EOG091H025I	Complete	scaffold970	41453	49647	567.4	414
EOG091H025Q	Fragmented	C467121	14695	22416	510.9	352
EOG091H025R	Missing
EOG091H025U	Missing
EOG091H026S	Fragmented	scaffold5481	2033	14894	860.8	412
EOG091H026T	Complete	scaffold5654	34791	41605	775.5	370
EOG091H027A	Missing
EOG091H027F	Complete	scaffold5685	29879	37078	415.2	348
EOG091H027V	Complete	scaffold1804	164708	170009	847.8	455
EOG091H0285	Complete	scaffold12841	25914	29977	646.8	399
EOG091H0286	Complete	scaffold3502	42431	57073	553.1	453
EOG091H028C	Complete	scaffold19332	4776	9730	469.8	295
EOG091H028G	Missing
EOG091H028H	Complete	scaffold5076	28635	41725	683.3	478
EOG091H028N	Duplicated	C459577	1126	6460	612.9	469
EOG091H028N	Duplicated	scaffold768	7715	15486	541.7	334
EOG091H028T	Fragmented	scaffold17735	195	9439	554.9	268
EOG091H028Y	Complete	scaffold1282	71289	82214	853.8	431
EOG091H029Q	Complete	scaffold18754	6960	17086	223.7	319
EOG091H029S	Complete	scaffold2541	12568	21611	427.3	438
EOG091H02AB	Complete	C467061	22593	27587	935.0	546
EOG091H02AK	Complete	scaffold16168	62571	68192	613.7	449
EOG091H02AZ	Fragmented	scaffold15643	1	5025	431.0	298
EOG091H02B3	Complete	scaffold9697	5844	24522	543.3	390
EOG091H02B8	Complete	scaffold7029	43223	49978	931.8	488
EOG091H02C1	Complete	scaffold2956	1499	4854	330.2	181
EOG091H02CS	Complete	scaffold77	61823	69461	597.6	502
EOG091H02CZ	Fragmented	scaffold2900	3141	7064	357.8	299
EOG091H02D7	Complete	scaffold6742	25776	31081	885.4	516
EOG091H02D8	Missing
EOG091H02DD	Complete	scaffold13101	6374	18814	493.6	347
EOG091H02DK	Complete	scaffold4172	57712	67549	860.2	558
EOG091H02DM	Complete	scaffold18034	56428	71120	376.9	450
EOG091H02EN	Missing
EOG091H02F5	Missing
EOG091H02FN	Complete	C472253	33239	44212	519.5	327
EOG091H02FR	Complete	scaffold3018	74766	90052	522.6	354
EOG091H02FZ	Complete	scaffold19686	234627	244990	688.0	350
EOG091H02G0	Missing
EOG091H02GQ	Complete	scaffold2690	16249	23967	327.0	231
EOG091H02GU	Complete	scaffold19675	18444	31778	908.6	558
EOG091H02GV	Complete	scaffold15907	4918	12145	396.4	180
EOG091H02GX	Complete	C452575	770	7065	167.8	221
EOG091H02H7	Complete	scaffold9484	66515	74978	467.3	471
EOG091H02HH	Complete	scaffold19100	31434	40802	492.8	355
EOG091H02HW	Complete	scaffold18395	7087	16421	895.0	451
EOG091H02I0	Complete	scaffold15082	1397	9395	699.1	425
EOG091H02I8	Fragmented	scaffold481	28191	33971	596.5	318
EOG091H02IM	Complete	scaffold11383	11471	27829	630.5	424
EOG091H02J2	Complete	scaffold11243	8488	15152	661.9	522
EOG091H02J5	Complete	scaffold9206	34232	40620	343.1	313
EOG091H02JU	Complete	scaffold1336	73348	83714	514.5	294
EOG091H02JZ	Complete	C470971	28508	37066	309.1	367
EOG091H02K1	Missing
EOG091H02KG	Missing
EOG091H02KT	Missing
EOG091H02KZ	Complete	scaffold19225	73879	87270	367.0	313
EOG091H02LC	Complete	scaffold619	23058	30582	439.4	343
EOG091H02LV	Complete	scaffold184	25783	32579	434.2	410
EOG091H02MQ	Fragmented	scaffold13915	4303	11266	288.0	161
EOG091H02N2	Fragmented	scaffold4799	2090	12445	568.6	402
EOG091H02N4	Complete	scaffold11093	40918	57097	468.3	333
EOG091H02ND	Complete	scaffold6978	116640	124995	361.4	379
EOG091H02NH	Complete	C469979	24528	33426	414.0	401
EOG091H02NI	Complete	scaffold4894	3074	8335	684.9	350
EOG091H02NM	Complete	C471025	26205	42143	625.4	372
EOG091H02O4	Missing
EOG091H02OK	Fragmented	scaffold3813	21327	31036	159.7	150
EOG091H02OZ	Complete	scaffold8243	98284	108845	323.3	251
EOG091H02P6	Complete	scaffold7097	2484	15678	781.3	545
EOG091H02PD	Complete	C470893	50247	58651	452.9	326
EOG091H02PE	Missing
EOG091H02PP	Fragmented	scaffold1187	1	4464	336.4	196
EOG091H02Q9	Missing
EOG091H02QB	Complete	scaffold8288	18673	23461	609.6	322
EOG091H02QD	Missing
EOG091H02QU	Complete	scaffold1910	111656	121707	573.0	463
EOG091H02QY	Missing
EOG091H02R1	Complete	scaffold5938	52003	69980	698.2	370
EOG091H02RC	Complete	scaffold7307	55437	69699	571.0	379
EOG091H02RR	Complete	C470233	29053	44171	508.2	342
EOG091H02S6	Complete	scaffold5314	155009	167837	550.9	369
EOG091H02S8	Complete	scaffold2408	11621	15011	762.0	378
EOG091H02SL	Complete	scaffold4213	14670	21323	610.9	466
EOG091H02SZ	Complete	scaffold15507	5198	14951	222.3	216
EOG091H02T9	Complete	C468027	23450	32174	599.8	374
EOG091H02TB	Missing
EOG091H02TJ	Complete	scaffold17499	29662	38508	618.3	426
EOG091H02UF	Complete	scaffold8907	2872	12402	437.7	297
EOG091H02US	Complete	scaffold3088	20929	33316	689.8	399
EOG091H02V3	Missing
EOG091H02V7	Complete	scaffold9375	398	2625	295.2	233
EOG091H02VU	Complete	scaffold9590	1316	10489	380.3	337
EOG091H02VX	Complete	scaffold15445	6518	11780	775.0	438
EOG091H02W1	Complete	scaffold17862	2806	10482	595.0	413
EOG091H02W7	Complete	scaffold5227	134247	141381	207.7	160
EOG091H02X0	Missing
EOG091H02XN	Complete	scaffold5101	74290	83614	189.4	262
EOG091H02XP	Duplicated	scaffold12558	17872	20926	252.8	276
EOG091H02XP	Duplicated	scaffold19534	27957	30255	290.1	323
EOG091H02XU	Fragmented	scaffold6732	84005	90860	459.5	286
EOG091H02YK	Complete	scaffold5799	14238	25182	329.9	255
EOG091H02YS	Missing
EOG091H02Z6	Complete	C468287	1	3220	121.8	227
EOG091H02ZH	Missing
EOG091H02ZR	Complete	scaffold4830	3765	10109	177.0	296
EOG091H02ZX	Missing
EOG091H0302	Missing
EOG091H0306	Missing
EOG091H0315	Complete	scaffold6408	486	14410	384.7	360
EOG091H031Y	Missing
EOG091H032B	Complete	scaffold2929	776	8630	655.6	363
EOG091H032X	Missing
EOG091H0338	Missing
EOG091H033A	Complete	scaffold9503	20937	34031	560.2	347
EOG091H033H	Complete	scaffold3848	65505	82639	564.1	353
EOG091H033Y	Complete	C463805	1	3819	460.0	311
EOG091H034Q	Missing
EOG091H034R	Complete	scaffold899	11615	31444	551.8	380
EOG091H0352	Fragmented	scaffold1365	31099	38285	151.8	140
EOG091H0357	Complete	scaffold15076	32140	44367	569.1	360
EOG091H0362	Fragmented	C472309	92707	108210	187.1	144
EOG091H0365	Complete	scaffold7851	30398	36341	679.3	396
EOG091H036I	Complete	scaffold17733	25962	32849	979.0	461
EOG091H036T	Complete	scaffold3340	152775	163008	320.7	295
EOG091H037A	Missing
EOG091H037R	Missing
EOG091H0387	Missing
EOG091H038Z	Complete	scaffold12767	29734	34643	669.2	456
EOG091H0395	Complete	scaffold19109	5414	19415	336.5	296
EOG091H039M	Complete	scaffold19490	65214	75792	689.1	364
EOG091H039O	Missing
EOG091H039S	Missing
EOG091H03A1	Complete	scaffold3130	41635	43449	675.6	450
EOG091H03AL	Complete	C472037	67180	78610	679.3	328
EOG091H03AR	Complete	scaffold13203	13545	21153	592.6	332
EOG091H03AV	Complete	scaffold6437	25211	39741	598.7	299
EOG091H03B0	Complete	scaffold375	106269	122509	692.6	357
EOG091H03B2	Missing
EOG091H03B5	Missing
EOG091H03BE	Missing
EOG091H03CT	Complete	scaffold6219	6939	11807	631.6	329
EOG091H03CU	Complete	scaffold228	15885	22662	621.7	381
EOG091H03D7	Missing
EOG091H03DA	Complete	scaffold2128	18674	24348	483.4	286
EOG091H03DJ	Missing
EOG091H03DO	Missing
EOG091H03EM	Complete	scaffold1725	82397	91611	504.8	398
EOG091H03FB	Duplicated	scaffold10301	3242	8224	145.7	198
EOG091H03FB	Duplicated	scaffold1368	10244	24549	168.0	162
EOG091H03FE	Missing
EOG091H03FF	Complete	scaffold7429	33572	45756	429.1	338
EOG091H03FO	Complete	scaffold14435	12766	23220	609.3	360
EOG091H03FW	Complete	scaffold19667	1116	7216	494.3	331
EOG091H03GI	Complete	C472057	71778	85502	355.6	298
EOG091H03GZ	Complete	scaffold3036	72531	73419	102.4	104
EOG091H03HK	Complete	scaffold1245	20205	26565	691.7	453
EOG091H03HT	Complete	scaffold18831	54120	71078	382.3	307
EOG091H03I3	Complete	scaffold13410	35016	37294	188.1	96
EOG091H03IC	Missing
EOG091H03IE	Complete	scaffold878	11397	20084	367.6	307
EOG091H03IS	Missing
EOG091H03J4	Complete	scaffold3502	154539	162017	622.5	377
EOG091H03JG	Complete	scaffold5111	15708	25996	339.1	189
EOG091H03JP	Missing
EOG091H03KF	Complete	scaffold8243	79624	88782	324.0	396
EOG091H03KM	Complete	scaffold823	13005	21358	512.7	396
EOG091H03L0	Duplicated	C464575	4584	11518	456.8	253
EOG091H03L0	Duplicated	scaffold3392	696	4400	457.1	253
EOG091H03LM	Fragmented	C448763	3073	4497	433.9	327
EOG091H03LO	Complete	scaffold1910	96532	106700	447.6	324
EOG091H03LP	Complete	scaffold5320	28779	37883	780.0	458
EOG091H03LV	Fragmented	scaffold2756	7770	35793	443.1	323
EOG091H03NW	Complete	scaffold7051	3785	16875	495.7	365
EOG091H03OC	Duplicated	scaffold2931	11596	14070	683.6	384
EOG091H03OC	Duplicated	scaffold2931	5806	8947	700.5	384
EOG091H03OC	Duplicated	scaffold4360	4616	8950	669.5	384
EOG091H03OM	Complete	scaffold306	18880	24488	531.5	295
EOG091H03OO	Complete	scaffold18760	145327	154331	296.0	239
EOG091H03PC	Complete	scaffold644	50409	54454	370.1	347
EOG091H03PU	Complete	scaffold4195	29489	40143	717.9	521
EOG091H03PX	Missing
EOG091H03Q1	Complete	scaffold77	69952	73446	603.6	296
EOG091H03QK	Complete	scaffold5038	75415	85349	528.4	327
EOG091H03QW	Complete	scaffold11179	94440	111908	459.7	292
EOG091H03QZ	Complete	scaffold7493	95141	97954	738.9	389
EOG091H03RO	Complete	scaffold9376	8844	16101	320.3	281
EOG091H03S3	Complete	scaffold14938	24495	37219	489.2	347
EOG091H03S6	Missing
EOG091H03SV	Complete	scaffold12297	78620	84414	568.4	290
EOG091H03T8	Complete	scaffold5459	38843	51377	420.3	307
EOG091H03TK	Missing
