"group_name"	"n"	"Length"	"Percentcov"
"EOG091H00IN"	772	1023	75.464320625611
"EOG091H00IO"	554	1090	50.8256880733945
"EOG091H00JC"	303	903	33.5548172757475
"EOG091H00JN"	120	1158	10.3626943005181
"EOG091H00JR"	429	984	43.5975609756098
"EOG091H00JS"	528	974	54.2094455852156
"EOG091H00K1"	617	971	63.5427394438723
"EOG091H00K2"	3	2232	0.134408602150538
"EOG091H00K6"	635	959	66.2148070907195
"EOG091H00K8"	712	925	76.972972972973
"EOG091H00KI"	367	968	37.9132231404959
"EOG091H00KL"	499	933	53.4833869239014
"EOG091H00KR"	138	980	14.0816326530612
"EOG091H00L2"	628	942	66.6666666666667
"EOG091H00L8"	695	952	73.0042016806723
"EOG091H00LY"	509	922	55.2060737527115
"EOG091H00M0"	631	1000	63.1
"EOG091H00MA"	53	965	5.49222797927461
"EOG091H00ME"	339	948	35.7594936708861
"EOG091H00MS"	22	901	2.44173140954495
"EOG091H00N0"	761	1008	75.4960317460317
"EOG091H00N1"	383	1042	36.7562380038388
"EOG091H00NA"	726	882	82.312925170068
"EOG091H00NH"	826	852	96.9483568075117
"EOG091H00NK"	150	1178	12.7334465195246
"EOG091H00NL"	197	1011	19.4856577645895
"EOG091H00NM"	294	884	33.2579185520362
"EOG091H00NT"	87	968	8.98760330578513
"EOG091H00O1"	536	964	55.6016597510373
"EOG091H00O6"	305	883	34.5413363533409
"EOG091H00OG"	99	943	10.4984093319194
"EOG091H00OH"	183	1119	16.3538873994638
"EOG091H00OW"	62	962	6.44490644490645
"EOG091H00OX"	361	1244	29.0192926045016
"EOG091H00P3"	646	809	79.8516687268232
"EOG091H00PN"	59	848	6.95754716981132
"EOG091H00PS"	149	971	15.3450051493306
"EOG091H00PT"	57	906	6.29139072847682
"EOG091H00PU"	276	829	33.2931242460796
"EOG091H00Q7"	622	971	64.0576725025747
"EOG091H00Q9"	78	926	8.42332613390929
"EOG091H00QE"	357	1000	35.7
"EOG091H00QH"	310	930	33.3333333333333
"EOG091H00QS"	440	779	56.4826700898588
"EOG091H00QU"	260	1037	25.0723240115718
"EOG091H00R6"	225	893	25.1959686450168
"EOG091H00RU"	67	880	7.61363636363636
"EOG091H00SJ"	238	871	27.3249138920781
"EOG091H00SK"	389	910	42.7472527472527
"EOG091H00SU"	122	971	12.5643666323378
"EOG091H00T3"	173	946	18.2875264270613
"EOG091H00T6"	684	981	69.7247706422018
"EOG091H00T7"	190	923	20.5850487540628
"EOG091H00TB"	198	1085	18.2488479262673
"EOG091H00TG"	113	1040	10.8653846153846
"EOG091H00U7"	327	967	33.8159255429162
"EOG091H00UC"	192	929	20.6673842841765
"EOG091H00UT"	94	1188	7.91245791245791
"EOG091H00VB"	456	606	75.2475247524752
"EOG091H00VG"	514	914	56.2363238512035
"EOG091H00VK"	22	802	2.7431421446384
"EOG091H00VX"	527	759	69.433465085639
"EOG091H00VY"	328	1768	18.552036199095
"EOG091H00VZ"	301	1003	30.0099700897308
"EOG091H00WC"	12	1147	1.0462074978204
"EOG091H00WE"	557	789	70.595690747782
"EOG091H00WG"	103	760	13.5526315789474
"EOG091H00WJ"	330	826	39.9515738498789
"EOG091H00WM"	482	750	64.2666666666667
"EOG091H00XH"	512	729	70.2331961591221
"EOG091H00XI"	282	908	31.057268722467
"EOG091H00YA"	280	1043	26.8456375838926
"EOG091H00YF"	362	842	42.9928741092637
"EOG091H00YH"	522	820	63.6585365853659
"EOG091H00YI"	339	776	43.6855670103093
"EOG091H00YM"	447	774	57.7519379844961
"EOG091H00YU"	505	829	60.9167671893848
"EOG091H00ZE"	561	794	70.6549118387909
"EOG091H00ZH"	710	1759	40.3638430926663
"EOG091H00ZS"	505	811	62.268803945746
"EOG091H00ZZ"	509	720	70.6944444444444
"EOG091H0107"	527	722	72.9916897506925
"EOG091H0116"	500	729	68.5871056241427
"EOG091H011J"	569	783	72.669220945083
"EOG091H011U"	157	794	19.7732997481108
"EOG091H0121"	381	909	41.9141914191419
"EOG091H0127"	425	824	51.5776699029126
"EOG091H012C"	95	831	11.4320096269555
"EOG091H012J"	23	3303	0.696336663639116
"EOG091H012M"	105	860	12.2093023255814
"EOG091H0130"	261	833	31.3325330132053
"EOG091H0131"	398	671	59.3144560357675
"EOG091H013B"	526	677	77.6957163958641
"EOG091H013G"	292	811	36.0049321824907
"EOG091H013T"	347	755	45.9602649006623
"EOG091H013W"	15	770	1.94805194805195
"EOG091H013Z"	416	1216	34.2105263157895
"EOG091H014E"	113	1328	8.50903614457831
"EOG091H014Q"	75	799	9.38673341677096
"EOG091H014S"	345	697	49.4978479196557
"EOG091H014U"	329	712	46.2078651685393
"EOG091H015E"	432	654	66.0550458715596
"EOG091H015X"	414	742	55.7951482479784
"EOG091H0162"	533	864	61.6898148148148
"EOG091H016F"	425	714	59.5238095238095
"EOG091H016I"	150	620	24.1935483870968
"EOG091H016J"	159	928	17.1336206896552
"EOG091H016T"	98	655	14.9618320610687
"EOG091H016V"	227	725	31.3103448275862
"EOG091H0178"	273	766	35.6396866840731
"EOG091H017F"	304	804	37.8109452736318
"EOG091H017O"	407	723	56.2932226832642
"EOG091H017Q"	48	734	6.53950953678474
"EOG091H018G"	49	732	6.69398907103825
"EOG091H018I"	76	648	11.7283950617284
"EOG091H018Y"	211	685	30.8029197080292
"EOG091H019D"	185	700	26.4285714285714
"EOG091H019P"	29	887	3.26944757609921
"EOG091H01A9"	242	686	35.2769679300292
"EOG091H01AG"	324	784	41.3265306122449
"EOG091H01B8"	219	805	27.2049689440994
"EOG091H01BG"	38	777	4.89060489060489
"EOG091H01BP"	174	783	22.2222222222222
"EOG091H01BU"	137	643	21.3063763608087
"EOG091H01C0"	346	628	55.0955414012739
"EOG091H01CG"	356	703	50.6401137980085
"EOG091H01CI"	583	747	78.045515394913
"EOG091H01CK"	290	713	40.6732117812062
"EOG091H01CQ"	59	869	6.78941311852704
"EOG091H01CW"	588	702	83.7606837606838
"EOG091H01DE"	166	809	20.5191594561187
"EOG091H01DL"	264	709	37.2355430183357
"EOG091H01DR"	52	836	6.2200956937799
"EOG091H01DX"	329	646	50.9287925696594
"EOG091H01EA"	504	835	60.3592814371257
"EOG091H01EK"	428	626	68.370607028754
"EOG091H01EN"	126	639	19.7183098591549
"EOG091H01EU"	439	674	65.13353115727
"EOG091H01EY"	370	618	59.8705501618123
"EOG091H01F1"	438	704	62.2159090909091
"EOG091H01F7"	93	665	13.984962406015
"EOG091H01FB"	321	746	43.029490616622
"EOG091H01FI"	293	842	34.7980997624703
"EOG091H01FZ"	309	591	52.2842639593909
"EOG091H01GK"	228	803	28.3935242839352
"EOG091H01GT"	388	597	64.9916247906198
"EOG091H01H2"	161	696	23.132183908046
"EOG091H01H5"	151	658	22.9483282674772
"EOG091H01HA"	14	846	1.6548463356974
"EOG091H01I1"	137	771	17.769130998703
"EOG091H01IT"	132	656	20.1219512195122
"EOG091H01IX"	428	628	68.1528662420382
"EOG091H01J0"	314	612	51.3071895424837
"EOG091H01J9"	317	596	53.1879194630873
"EOG091H01JA"	71	745	9.53020134228188
"EOG091H01JM"	217	642	33.8006230529595
"EOG091H01JQ"	203	1009	20.1189296333003
"EOG091H01JV"	37	590	6.27118644067797
"EOG091H01K3"	180	654	27.5229357798165
"EOG091H01K7"	314	861	36.4692218350755
"EOG091H01K8"	205	1073	19.1053122087605
"EOG091H01KU"	153	626	24.4408945686901
"EOG091H01KW"	423	567	74.6031746031746
"EOG091H01L1"	74	647	11.4374034003091
"EOG091H01L2"	261	590	44.2372881355932
"EOG091H01LC"	245	578	42.3875432525952
"EOG091H01LE"	258	617	41.8152350081037
"EOG091H01LW"	135	591	22.8426395939086
"EOG091H01MG"	235	722	32.5484764542936
"EOG091H01ML"	357	591	60.4060913705584
"EOG091H01MN"	15	595	2.52100840336134
"EOG091H01MS"	73	570	12.8070175438597
"EOG091H01MU"	313	752	41.6223404255319
"EOG091H01MY"	415	563	73.7122557726465
"EOG091H01N6"	324	668	48.502994011976
"EOG091H01N7"	381	586	65.0170648464164
"EOG091H01NB"	92	767	11.9947848761408
"EOG091H01OC"	479	567	84.4797178130512
"EOG091H01OP"	285	709	40.197461212976
"EOG091H01OQ"	328	721	45.4923717059639
"EOG091H01OS"	353	572	61.7132867132867
"EOG091H01OW"	144	665	21.6541353383459
"EOG091H01PG"	285	614	46.4169381107492
"EOG091H01PH"	245	611	40.0981996726678
"EOG091H01PS"	289	585	49.4017094017094
"EOG091H01PY"	441	675	65.3333333333333
"EOG091H01Q0"	84	782	10.7416879795396
"EOG091H01QU"	191	679	28.1296023564065
"EOG091H01R8"	159	683	23.2796486090776
"EOG091H01RK"	321	967	33.1954498448811
"EOG091H01RN"	53	630	8.41269841269841
"EOG091H01S2"	306	605	50.5785123966942
"EOG091H01SH"	392	639	61.3458528951487
"EOG091H01SI"	435	664	65.5120481927711
"EOG091H01SR"	212	577	36.7417677642981
"EOG091H01T6"	190	690	27.536231884058
"EOG091H01TF"	10	699	1.43061516452074
"EOG091H01TP"	422	575	73.3913043478261
"EOG091H01TQ"	381	552	69.0217391304348
"EOG091H01UD"	213	572	37.2377622377622
"EOG091H01UU"	403	607	66.3920922570017
"EOG091H01UZ"	253	732	34.5628415300546
"EOG091H01V0"	113	829	13.6308805790109
"EOG091H01V3"	149	635	23.4645669291339
"EOG091H01V8"	191	552	34.6014492753623
"EOG091H01VC"	82	766	10.7049608355091
"EOG091H01VQ"	325	595	54.6218487394958
"EOG091H01WD"	83	694	11.9596541786744
"EOG091H01WM"	226	603	37.4792703150912
"EOG091H01WO"	47	514	9.14396887159533
"EOG091H01WT"	247	655	37.7099236641221
"EOG091H01X1"	245	603	40.6301824212272
"EOG091H01X3"	349	537	64.9906890130354
"EOG091H01XR"	7	521	1.34357005758157
"EOG091H01XS"	410	543	75.5064456721915
"EOG091H01Y3"	316	602	52.4916943521595
"EOG091H01Y6"	47	761	6.17608409986859
"EOG091H01YD"	284	564	50.354609929078
"EOG091H01YG"	191	703	27.1692745376956
"EOG091H01YM"	159	628	25.3184713375796
"EOG091H01YN"	488	542	90.0369003690037
"EOG091H01Z5"	314	505	62.1782178217822
"EOG091H01Z9"	173	616	28.0844155844156
"EOG091H01ZC"	232	619	37.4798061389338
"EOG091H01ZI"	275	522	52.6819923371648
"EOG091H01ZP"	317	611	51.8821603927987
"EOG091H01ZX"	182	683	26.6471449487555
"EOG091H0203"	96	559	17.1735241502683
"EOG091H020A"	441	497	88.7323943661972
"EOG091H0212"	465	540	86.1111111111111
"EOG091H0214"	13	632	2.05696202531646
"EOG091H0219"	193	546	35.3479853479854
"EOG091H021O"	276	510	54.1176470588235
"EOG091H021P"	491	730	67.2602739726027
"EOG091H0234"	108	551	19.6007259528131
"EOG091H0236"	444	538	82.5278810408922
"EOG091H023L"	258	425	60.7058823529412
"EOG091H023Q"	256	531	48.210922787194
"EOG091H0242"	347	508	68.3070866141732
"EOG091H024D"	233	578	40.3114186851211
"EOG091H024K"	391	504	77.5793650793651
"EOG091H024T"	239	549	43.5336976320583
"EOG091H025F"	125	812	15.3940886699507
"EOG091H025I"	205	507	40.4339250493097
"EOG091H025Q"	343	507	67.6528599605523
"EOG091H025R"	360	537	67.0391061452514
"EOG091H025U"	173	672	25.7440476190476
"EOG091H026S"	108	479	22.5469728601253
"EOG091H026T"	452	538	84.0148698884758
"EOG091H027F"	55	597	9.21273031825796
"EOG091H027V"	421	708	59.4632768361582
"EOG091H0285"	367	473	77.5898520084567
"EOG091H0286"	92	553	16.6365280289331
"EOG091H028C"	236	526	44.8669201520913
"EOG091H028H"	187	569	32.8646748681898
"EOG091H028N"	205	566	36.2190812720848
"EOG091H028T"	83	512	16.2109375
"EOG091H028Y"	169	476	35.5042016806723
"EOG091H029Q"	56	498	11.2449799196787
"EOG091H02AB"	294	602	48.8372093023256
"EOG091H02AK"	417	488	85.4508196721311
"EOG091H02AZ"	311	495	62.8282828282828
"EOG091H02B3"	10	478	2.09205020920502
"EOG091H02B8"	436	529	82.4196597353497
"EOG091H02C1"	164	523	31.3575525812619
"EOG091H02CZ"	35	700	5
"EOG091H02D7"	392	501	78.2435129740519
"EOG091H02D8"	36	581	6.19621342512909
"EOG091H02DD"	67	745	8.99328859060403
"EOG091H02DK"	260	647	40.1854714064915
"EOG091H02FN"	222	492	45.1219512195122
"EOG091H02FR"	179	487	36.7556468172485
"EOG091H02FZ"	393	526	74.7148288973384
"EOG091H02G0"	28	559	5.00894454382826
"EOG091H02GQ"	164	458	35.8078602620087
"EOG091H02GU"	295	897	32.8874024526198
"EOG091H02GV"	143	491	29.1242362525458
"EOG091H02GX"	134	743	18.0349932705249
"EOG091H02H7"	123	1076	11.4312267657993
"EOG091H02HH"	59	737	8.00542740841248
"EOG091H02HW"	323	532	60.7142857142857
"EOG091H02I0"	291	531	54.8022598870056
"EOG091H02I8"	402	481	83.5758835758836
"EOG091H02IM"	108	805	13.416149068323
"EOG091H02J2"	227	589	38.5398981324278
"EOG091H02J5"	228	519	43.9306358381503
"EOG091H02JU"	391	470	83.1914893617021
"EOG091H02JZ"	222	573	38.7434554973822
"EOG091H02K1"	274	458	59.825327510917
"EOG091H02KG"	133	493	26.9776876267748
"EOG091H02KT"	343	457	75.054704595186
"EOG091H02KZ"	64	459	13.9433551198257
"EOG091H02LC"	150	596	25.1677852348993
"EOG091H02LV"	39	531	7.34463276836158
"EOG091H02MQ"	256	453	56.5121412803532
"EOG091H02N2"	341	792	43.0555555555556
"EOG091H02N4"	338	441	76.6439909297052
"EOG091H02ND"	110	597	18.4254606365159
"EOG091H02NH"	239	478	50
"EOG091H02NI"	431	450	95.7777777777778
"EOG091H02NM"	239	513	46.588693957115
"EOG091H02O4"	209	636	32.8616352201258
"EOG091H02OK"	251	436	57.5688073394495
"EOG091H02OZ"	111	468	23.7179487179487
"EOG091H02P6"	209	724	28.8674033149171
"EOG091H02PD"	188	534	35.2059925093633
"EOG091H02PE"	115	584	19.6917808219178
"EOG091H02PP"	13	413	3.14769975786925
"EOG091H02Q9"	39	491	7.94297352342159
"EOG091H02QB"	393	559	70.304114490161
"EOG091H02QD"	229	504	45.4365079365079
"EOG091H02QU"	51	608	8.38815789473684
"EOG091H02QY"	72	618	11.6504854368932
"EOG091H02R1"	268	446	60.0896860986547
"EOG091H02RC"	311	455	68.3516483516484
"EOG091H02RR"	350	440	79.5454545454545
"EOG091H02S6"	211	452	46.6814159292035
"EOG091H02S8"	341	425	80.2352941176471
"EOG091H02SL"	159	486	32.7160493827161
"EOG091H02SZ"	88	451	19.5121951219512
"EOG091H02T9"	352	430	81.8604651162791
"EOG091H02TB"	232	433	53.5796766743649
"EOG091H02TJ"	345	561	61.4973262032086
"EOG091H02UF"	225	435	51.7241379310345
"EOG091H02US"	249	480	51.875
"EOG091H02V3"	54	490	11.0204081632653
"EOG091H02V7"	150	420	35.7142857142857
"EOG091H02VU"	145	529	27.4102079395085
"EOG091H02VX"	365	459	79.520697167756
"EOG091H02W1"	82	476	17.2268907563025
"EOG091H02W7"	66	597	11.0552763819095
"EOG091H02X0"	253	452	55.9734513274336
"EOG091H02XN"	1	578	0.173010380622837
"EOG091H02XP"	283	444	63.7387387387387
"EOG091H02XU"	243	436	55.7339449541284
"EOG091H02YK"	45	646	6.96594427244582
"EOG091H02YS"	19	468	4.05982905982906
"EOG091H02Z6"	259	412	62.8640776699029
"EOG091H02ZH"	314	461	68.1127982646421
"EOG091H02ZR"	21	628	3.34394904458599
"EOG091H0302"	89	472	18.8559322033898
"EOG091H0315"	119	479	24.8434237995825
"EOG091H031Y"	39	492	7.92682926829268
"EOG091H032B"	94	414	22.7053140096618
"EOG091H032X"	188	445	42.247191011236
"EOG091H0338"	156	455	34.2857142857143
"EOG091H033A"	277	414	66.9082125603865
"EOG091H033H"	256	418	61.244019138756
"EOG091H033Y"	251	431	58.2366589327146
"EOG091H034Q"	375	451	83.1485587583149
"EOG091H034R"	129	436	29.5871559633028
"EOG091H0352"	107	795	13.4591194968553
"EOG091H0357"	270	408	66.1764705882353
"EOG091H0362"	40	680	5.88235294117647
"EOG091H0365"	283	450	62.8888888888889
"EOG091H036I"	387	443	87.3589164785553
"EOG091H036T"	94	552	17.0289855072464
"EOG091H037A"	82	489	16.7689161554192
"EOG091H037R"	48	566	8.48056537102473
"EOG091H0387"	345	398	86.6834170854271
"EOG091H038Z"	126	582	21.6494845360825
"EOG091H0395"	229	432	53.0092592592593
"EOG091H039M"	363	596	60.9060402684564
"EOG091H039S"	16	426	3.75586854460094
"EOG091H03A1"	150	514	29.1828793774319
"EOG091H03AL"	354	406	87.192118226601
"EOG091H03AR"	57	435	13.1034482758621
"EOG091H03AV"	295	348	84.7701149425287
"EOG091H03B0"	334	395	84.5569620253165
"EOG091H03B2"	184	434	42.3963133640553
"EOG091H03BE"	58	493	11.7647058823529
"EOG091H03CT"	260	426	61.0328638497653
"EOG091H03CU"	154	445	34.6067415730337
"EOG091H03D7"	232	570	40.7017543859649
"EOG091H03DA"	237	458	51.7467248908297
"EOG091H03DJ"	70	474	14.7679324894515
"EOG091H03DO"	260	458	56.7685589519651
"EOG091H03EM"	105	491	21.3849287169043
"EOG091H03FB"	81	416	19.4711538461538
"EOG091H03FE"	343	395	86.8354430379747
"EOG091H03FF"	333	401	83.0423940149626
"EOG091H03FO"	248	448	55.3571428571429
"EOG091H03FW"	249	439	56.7198177676538
"EOG091H03GI"	109	500	21.8
"EOG091H03HK"	255	515	49.5145631067961
"EOG091H03HT"	265	383	69.1906005221932
"EOG091H03I3"	107	432	24.7685185185185
"EOG091H03IE"	234	473	49.4714587737844
"EOG091H03IS"	63	476	13.2352941176471
"EOG091H03J4"	37	417	8.87290167865707
"EOG091H03JG"	258	458	56.3318777292576
"EOG091H03JP"	243	396	61.3636363636364
"EOG091H03KM"	137	593	23.1028667790894
"EOG091H03L0"	209	452	46.2389380530973
"EOG091H03LM"	316	374	84.4919786096257
"EOG091H03LO"	138	529	26.0869565217391
"EOG091H03LP"	231	506	45.6521739130435
"EOG091H03LV"	105	540	19.4444444444444
"EOG091H03NW"	39	468	8.33333333333333
"EOG091H03OC"	288	417	69.0647482014388
"EOG091H03OM"	217	401	54.1147132169576
"EOG091H03OO"	215	494	43.5222672064777
"EOG091H03PC"	78	447	17.4496644295302
"EOG091H03PU"	270	610	44.2622950819672
"EOG091H03PX"	52	470	11.063829787234
"EOG091H03Q1"	71	360	19.7222222222222
"EOG091H03QK"	131	458	28.6026200873362
"EOG091H03QW"	163	470	34.6808510638298
"EOG091H03QZ"	377	438	86.0730593607306
"EOG091H03RO"	285	387	73.6434108527132
"EOG091H03S3"	260	379	68.6015831134565
"EOG091H03S6"	146	415	35.1807228915663
"EOG091H03SV"	279	357	78.1512605042017
"EOG091H03T8"	201	368	54.6195652173913
"EOG091H03TK"	6	493	1.21703853955375
"EOG091H03TP"	306	406	75.3694581280788
"EOG091H03TQ"	266	368	72.2826086956522
"EOG091H03TW"	135	439	30.751708428246
"EOG091H03TZ"	31	468	6.62393162393162
"EOG091H03U2"	106	387	27.390180878553
"EOG091H03UM"	52	483	10.7660455486542
"EOG091H03UP"	118	386	30.5699481865285
"EOG091H03UR"	87	430	20.2325581395349
"EOG091H03VF"	326	362	90.0552486187845
"EOG091H03VV"	109	432	25.2314814814815
"EOG091H03W7"	177	393	45.0381679389313
"EOG091H03W9"	234	456	51.3157894736842
"EOG091H03WD"	239	378	63.2275132275132
"EOG091H03WJ"	255	379	67.2823218997361
"EOG091H03WO"	328	355	92.3943661971831
"EOG091H03WS"	60	413	14.5278450363196
"EOG091H03WV"	163	379	43.0079155672823
"EOG091H03WX"	105	418	25.1196172248804
"EOG091H03XH"	130	402	32.3383084577114
"EOG091H03XL"	349	354	98.5875706214689
"EOG091H03XM"	215	357	60.2240896358543
"EOG091H03XY"	139	399	34.8370927318296
"EOG091H03XZ"	184	371	49.5956873315364
"EOG091H03Y3"	291	387	75.1937984496124
"EOG091H03Y6"	317	340	93.2352941176471
"EOG091H03YU"	54	543	9.94475138121547
"EOG091H03Z1"	357	365	97.8082191780822
"EOG091H03ZG"	59	389	15.1670951156812
"EOG091H03ZH"	21	389	5.39845758354756
"EOG091H03ZJ"	197	419	47.0167064439141
"EOG091H03ZT"	331	348	95.1149425287356
"EOG091H03ZU"	247	348	70.9770114942529
"EOG091H040D"	181	432	41.8981481481481
"EOG091H040I"	138	356	38.7640449438202
"EOG091H040W"	134	402	33.3333333333333
"EOG091H041E"	303	329	92.09726443769
"EOG091H041T"	154	395	38.9873417721519
"EOG091H042A"	71	473	15.0105708245243
"EOG091H0431"	63	355	17.7464788732394
"EOG091H0433"	7	469	1.49253731343284
"EOG091H0440"	268	463	57.8833693304536
"EOG091H044G"	44	356	12.3595505617978
"EOG091H044L"	249	380	65.5263157894737
"EOG091H044T"	205	468	43.8034188034188
"EOG091H045E"	12	629	1.90779014308426
"EOG091H045J"	344	366	93.9890710382514
"EOG091H045Z"	297	318	93.3962264150943
"EOG091H0460"	270	345	78.2608695652174
"EOG091H0464"	300	336	89.2857142857143
"EOG091H047D"	157	419	37.4701670644391
"EOG091H047Z"	28	450	6.22222222222222
"EOG091H0480"	16	517	3.09477756286267
"EOG091H048E"	173	379	45.646437994723
"EOG091H048H"	268	416	64.4230769230769
"EOG091H0491"	254	373	68.0965147453083
"EOG091H0499"	246	348	70.6896551724138
"EOG091H049M"	159	387	41.0852713178295
"EOG091H04A1"	108	454	23.7885462555066
"EOG091H04AQ"	73	382	19.1099476439791
"EOG091H04B8"	33	522	6.32183908045977
"EOG091H04C4"	160	302	52.9801324503311
"EOG091H04CB"	130	341	38.1231671554252
"EOG091H04CZ"	218	352	61.9318181818182
"EOG091H04D0"	176	337	52.2255192878338
"EOG091H04D3"	65	523	12.4282982791587
"EOG091H04EF"	114	334	34.1317365269461
"EOG091H04F1"	125	582	21.4776632302405
"EOG091H04FI"	84	419	20.0477326968974
"EOG091H04G3"	63	598	10.5351170568562
"EOG091H04G8"	132	413	31.9612590799031
"EOG091H04GH"	22	314	7.00636942675159
"EOG091H04HP"	252	360	70
"EOG091H04KS"	76	356	21.3483146067416
"EOG091H04L1"	276	548	50.3649635036496
"EOG091H04M5"	103	376	27.3936170212766
"EOG091H04MM"	101	382	26.4397905759162
"EOG091H04MR"	200	468	42.7350427350427
"EOG091H04MS"	179	381	46.9816272965879
"EOG091H04MX"	184	423	43.4988179669031
"EOG091H04OV"	299	341	87.683284457478
"EOG091H04P1"	96	342	28.0701754385965
"EOG091H04P2"	111	321	34.5794392523364
"EOG091H04P8"	38	1647	2.30722525804493
"EOG091H04PD"	237	336	70.5357142857143
"EOG091H04PN"	151	319	47.3354231974922
"EOG091H04Q2"	262	443	59.1422121896163
"EOG091H04Q6"	63	648	9.72222222222222
"EOG091H04QD"	214	306	69.9346405228758
"EOG091H04RD"	140	354	39.5480225988701
"EOG091H04RG"	262	427	61.3583138173302
"EOG091H04RZ"	89	351	25.3561253561254
"EOG091H04T9"	254	333	76.2762762762763
"EOG091H04TX"	107	321	33.3333333333333
"EOG091H04UR"	211	382	55.2356020942408
"EOG091H04VY"	238	324	73.4567901234568
"EOG091H04WQ"	42	352	11.9318181818182
"EOG091H04X6"	156	444	35.1351351351351
"EOG091H04XC"	180	340	52.9411764705882
"EOG091H04XH"	181	321	56.386292834891
"EOG091H04XZ"	127	380	33.4210526315789
"EOG091H04Y6"	186	439	42.369020501139
"EOG091H04YC"	66	367	17.983651226158
"EOG091H04YN"	235	330	71.2121212121212
"EOG091H04ZK"	189	301	62.7906976744186
"EOG091H04ZT"	105	386	27.2020725388601
"EOG091H050B"	156	408	38.2352941176471
"EOG091H050D"	122	309	39.4822006472492
"EOG091H050X"	44	432	10.1851851851852
"EOG091H051E"	106	404	26.2376237623762
"EOG091H0526"	190	376	50.531914893617
"EOG091H0538"	148	334	44.311377245509
"EOG091H0539"	118	357	33.0532212885154
"EOG091H053G"	123	308	39.9350649350649
"EOG091H0542"	230	384	59.8958333333333
"EOG091H054R"	94	307	30.6188925081433
"EOG091H054Y"	280	312	89.7435897435898
"EOG091H0556"	209	301	69.4352159468439
"EOG091H055B"	52	603	8.62354892205638
"EOG091H055C"	203	397	51.1335012594458
"EOG091H055R"	196	309	63.4304207119741
"EOG091H056A"	45	333	13.5135135135135
"EOG091H056M"	94	312	30.1282051282051
"EOG091H056U"	213	312	68.2692307692308
"EOG091H057H"	170	384	44.2708333333333
"EOG091H057P"	19	331	5.74018126888217
"EOG091H057W"	105	491	21.3849287169043
"EOG091H058F"	53	320	16.5625
"EOG091H0596"	153	312	49.0384615384615
"EOG091H059E"	44	294	14.9659863945578
"EOG091H05AN"	115	318	36.1635220125786
"EOG091H05BA"	123	298	41.2751677852349
"EOG091H05BO"	226	320	70.625
"EOG091H05BW"	60	336	17.8571428571429
"EOG091H05C4"	164	330	49.6969696969697
"EOG091H05CW"	196	284	69.0140845070423
"EOG091H05E4"	25	561	4.45632798573975
